JobTitle	NumDaysPosted	TimeFrame	TodayDate	CompanyName	JobLocation	LowSalaryRange	UpperSalaryRange	SalaryPeriod(per)	CompanyRating	JobSummary	JobUrl
Consultant Data Visualisation F/H	30	jours	22-02-2021	VISEO	Boulogne-Billancourt (92)				3.3	Mettre en place de solutions de data visualisation (analyse, spécifications fonctionnelles et techniques, atelier de conception, développement),.	https://fr.indeed.com/rc/clk?jk=9ab7122bd3968231&fccid=a4afddc5b7ad7ec2&vjs=3
Gestionnaire de données	30	jours	22-02-2021	Le Groupe La Poste	Montrouge (92)				3.8	Acteur majeur de la communication de proximité, MEDIAPOST conseille et accompagne ses clients à chaque étape de la mise en œuvre de leurs campagnes.	https://fr.indeed.com/rc/clk?jk=2af95d8c1a6d5636&fccid=3c43349a97cfd43a&vjs=3
DATA ENGINEER (H/F)	30	jours	22-02-2021	Believe	Paris 17e (75)					Implémenter et mettre en place des traitements de données dans leur intégralité (data pipeline) et participer à la transformation de notre Dataplateform.	https://fr.indeed.com/rc/clk?jk=035866c5b4c5a61c&fccid=df6948c9b8da6236&vjs=3
CONSULTANT CUSTOMER DATA MANAGEMENT​ F/H	30	jours	22-02-2021	Micropole	Levallois-Perret (92)				3.2	"Vous êtes convaincus que l’optimisation du patrimoine data des entreprises est la clé de leur performance ?
Vous êtes au fait des dernières tendances et prêt à…"	https://fr.indeed.com/rc/clk?jk=9ab7122bd3968231&fccid=a4afddc5b7ad7ec2&vjs=3
Architecte technique - Data Analyst-(H/F)	30	jours	22-02-2021	Société Générale	Fontenay-sous-Bois (94)				3.9	"Vous savez « faire parler » les données pour créer de la valeur ?
Vous comprenez les problèmes et enjeux métiers et êtes capables de modéliser plusieurs…"	https://fr.indeed.com/company/AGYLIS/jobs/Data-Engineer-fec5c6457d0d8939?fccid=ba755be2fca96675&vjs=3
Data-Manager Junior	28	jours	22-02-2021	Centre de Pharmaco-épidémiologie l'AP-HP	Paris 13e (75)					Le centre de pharmaco-épidémiologie de l’Assistance Publique-Hôpitaux de Paris (CEPHEPI) est une structure transversale de l’AP-HP dont l’objectif est de…	https://fr.indeed.com/rc/clk?jk=4f1ab14136fc9d02&fccid=09e12974662898fb&vjs=3
Data Scientist - Supply Chain (H/F)	27	jours	22-02-2021	Chanel	Paris (75)				4.1	"Familiar with data architecture, data governance.
Leverage data and business principles to automate data flow, detect business exceptions, build diagnostic…"	https://fr.indeed.com/rc/clk?jk=3a4c5adaa527c8d4&fccid=fd2f4adfd7e36c17&vjs=3
Data Labeller H/F (CDD - 4 mois)	27	jours	22-02-2021	Kayrros	Paris 9e (75)					"Passionné(e) par les nouvelles technologies ?
Intéressé(e) par le secteur de l’énergie ?
Rejoignez Kayrros, la start-up qui révolutionne le monde de l’énergie."	https://fr.indeed.com/rc/clk?jk=022251d0e215187a&fccid=359a8b600b310a76&vjs=3
Data Manager H/F	27	jours	22-02-2021	TempoPharma	Paris (75)	25000 € 	 30000 € 			TempoPHARMA, CRO du Groupe MultiHealth, est spécialisée dans la délégation de compétences et le recrutement pour les industries de la santé depuis plus de 20…	https://fr.indeed.com/rc/clk?jk=d6384449bb1448f4&fccid=e463fc7104734a53&vjs=3
Data & Analytics Consultant, Looker, Google Cloud (French)	27	jours	22-02-2021	Google	Paris (75)				4.3	"Experience with data modeling, data visualization and building dashboards.
Looker integrates data into the daily workflows of users to allow organizations to…"	https://fr.indeed.com/rc/clk?jk=4f1ab14136fc9d02&fccid=09e12974662898fb&vjs=3
DATA SCIENTIST H/F	26	jours	22-02-2021	Eskimoz	Boulogne-Billancourt (92)				3.5	"Vous maitrisez Python et son écosystème data (pandas, notebook, SciKit-learn,…).
L’Agence Eskimoz, spécialisée en référencement naturel, accompagne les…"	https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9Popqtx5W0sXdhE0EBXn1dIdTU5gI_fOOKLKKm894A8lUUArFxRYj8TuW8BvkGFHuM18u0flS4M0GSa9D3UtqTiClGSbt7-6MiR8dInhVkYa7kLL8yam82qAe7iNlId8Vs7uZJbSevUO2skTPRa7r3od7owOz2fmfUM8l1tiTObqMy5PK-cm1HiiJxr_8TL64666YOOxq7D_cdFXe4IPwI1KyAhAEIL-g4awBUg9tuyOnksqw19YCyXAgIppXRVD_1Z3G5-V_Mx1yGeOMR1e_7IScG6Nz55SHuYGCUrPIBXorUbCFM5tAc30Q-QEtROfLcN8kATXeacclUkwXf_j335aigJH6dJZVMfKOAJ6G9ztA2MxYPx_HAUTnAQnOsYQ6OEVAuyla7rvcsnrpMRZn9hST5WpZb-xfXO6hYMwO6eyxFNwKPUxqjR4F7K5Cr1_IRf38exNtGw==&p=0&fvj=1&vjs=3
S'team - Business Analyst Data H/F	26	jours	22-02-2021	S'team	Levallois-Perret (92)					Ingénieur ou issu(e) d’une formation niveau bac+5, vous justifiez d’une expérience dans la gestion de projet data en environnement IT de 2 ans minimum.	https://fr.indeed.com/rc/clk?jk=9ab7122bd3968231&fccid=a4afddc5b7ad7ec2&vjs=3
Data Scientist (F/H)	25	jours	22-02-2021	Ubisoft	Saint-Mandé (94)				3.9	"Chez Ubisoft, nous écrivons le futur du divertissement.
Acteur majeur du jeu vidéo dans le monde, nous investissons aussi dans de nouveaux domaines et sur de…"	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
Data Analyst - Flux Marketing - H/F	24	jours	22-02-2021	Arcane	Paris (75)	38000 € 		 an		"Data Analyst, Data Scientist, Data Engineer / CDI / Environ 38k€ / 0 - 2 ans / Paris.
Arcane est une agence média créée il y a 4 ans par deux anciens Googlers,…"	https://fr.indeed.com/rc/clk?jk=3a4c5adaa527c8d4&fccid=fd2f4adfd7e36c17&vjs=3
Data Science & Data Analytics Internships (M/F)	24	jours	22-02-2021	Procter & Gamble	Paris (75)				4.2	"Strong analytical skills, using multiple data sources with ability to query and analyze data.
Ability to balance multiple priorities and either an entrepreneur…"	https://fr.indeed.com/rc/clk?jk=463113bc8cbe92c6&fccid=e463fc7104734a53&vjs=3
Technicien Analyste des Données H/F	24	jours	22-02-2021	Société de Calcul Mathématique SA	Paris 8e (75)					"Nous pouvons accueillir des étudiants en stage dans l'une quelconque des branches de notre activité :
Analyse des réseaux de capteurs,."	https://fr.indeed.com/rc/clk?jk=9ab7122bd3968231&fccid=a4afddc5b7ad7ec2&vjs=3
Data Scientist H/F	24	jours	22-02-2021	MRM Worldwide	Neuilly-sur-Seine (92)	40000 € 		 an		Dans ce rôle, vous aurez l’opportunité d’appliquer - en faisant et en guidant – les méthodes de data science et d’analyses au service du business de nos clients…	https://fr.indeed.com/rc/clk?jk=d6384449bb1448f4&fccid=e463fc7104734a53&vjs=3
Data Analyst	24	jours	22-02-2021	Qonto	Paris (75)				4.2	"Promoting self-service via training and appropriate data models.
The data department grew from 5 to 15 people in less than a year (and we're still hiring)!"	https://fr.indeed.com/rc/clk?jk=4f1ab14136fc9d02&fccid=09e12974662898fb&vjs=3
Data Engineer H/F (CDI)	24	jours	22-02-2021	Leaseplan France	Rueil-Malmaison (92)	38000 € 	 45000 € 		3.9	"Data engineer h/f (cdi) ou similaire: 2 ans (Souhaité).
Vous soutenez également l’équipe « Data Stewardship & Quality »*, dans le respect de la data gouvernance…"	https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9Popqtx5W0sXdhE0EBXn1dIdTU5gI_fOOKLKKm894A8lUUArFxRYj8TuW8BvkGFHuM18u0flS4M0GSa9D3UtqTiClGSbt7-6MiR8dInhVkYa7kLL8yam82qAe7iNlId8Vs7uZJbSevUO2skTPRa7r3od7owOz2fmfUM8l1tiTObqMy5PK-cm1HiiJxr_8TL64666YOOxq7D_cdFXe4IPwI1KyAhAEIL-g4awBUg9tuyOnksqw19YCyXAgIppXRVD_1Z3G5-V_Mx1yGeOMR1e_7IScG6Nz55SHuYGCUrPIBXorUbCFM5tAc30Q-QEtROfLcN8kATXeacclUkwXf_j335aigJH6dJZVMfKOAJ6G9ztA2MxYPx_HAUTnAQnOsYQ6OEVAuyla7rvcsnrpMRZn9hST5WpZb-xfXO6hYMwO6eyxFNwKPUxqjR4F7K5Cr1_IRf38exNtGw==&p=0&fvj=1&vjs=3
Data Scientist	24	jours	22-02-2021	L'argus	Paris (75)				2.0	"Souvent connu pour sa cote et son journal créé en 1927, L’argus a bien grandi.
En effet, au carrefour des métiers de la tech et de l’automobile, L’argus est un…"	https://fr.indeed.com/rc/clk?jk=3bc553a684b5f26b&fccid=cd304444faef7894&vjs=3
Chief data officier H/F	24	jours	22-02-2021	JACEM IT	La Défense (92)	80000 € 	 100000 € 			Mise en place des architectures data, création des bases de données et organisation des flux de données entre les sources et les bases de stockage (data lake /…	https://fr.indeed.com/company/ABD-Partners/jobs/Data-Scientist-c47c0457a9014111?fccid=c1bbfdba6f77f7b9&vjs=3
HR Data Analyst - H/F	23	jours	22-02-2021	Showroomprive.com	Saint-Witz (95)				2.4	Acteur majeur du e-commerce en Europe, Showroomprive.com est un site e-commerce qui organise pour ses membres des ventes exclusives, limitées dans le temps, de…	https://fr.indeed.com/rc/clk?jk=d6384449bb1448f4&fccid=e463fc7104734a53&vjs=3
Data Engineer H/F	23	jours	22-02-2021	AGYLIS	Boulogne-Billancourt (92)	3053 € 	 3732 € 			Nous recherchons pour l’un de nos clients dans le domaine de la Banque, un grand acteur du marché bancaire sur Paris un Data Engineer pour renforcer l'équipe…	https://fr.indeed.com/company/AGYLIS/jobs/Data-Engineer-fec5c6457d0d8939?fccid=ba755be2fca96675&vjs=3
Ingénieurs Big Data H/F	22	jours	22-02-2021	Gfi informatique	Courbevoie (92)				3.1	Inetum Capital Market est la filiale du groupe Inetum, spécialisée en finance de marchés accompagnant les acteurs majeurs du secteur de la Finance en France et…	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
Ingénieurs Big Data H/F	22	jours	22-02-2021	Inetum	Courbevoie (92)				3.1	Inetum Capital Market est la filiale du groupe Inetum, spécialisée en finance de marchés accompagnant les acteurs majeurs du secteur de la Finance en France et…	https://fr.indeed.com/rc/clk?jk=463113bc8cbe92c6&fccid=e463fc7104734a53&vjs=3
Leader data offic	21	jours	22-02-2021	Natixis SA	Paris (75)				3.4	"Vous serez leur partenaire data.
Doté d'une riche expérience sur les sujets data (data management et/ou usages avancés des données avec des cas d'usage) dans…"	https://fr.indeed.com/rc/clk?jk=3a4c5adaa527c8d4&fccid=fd2f4adfd7e36c17&vjs=3
Consultant Data Gouvernance H/F	20	jours	22-02-2021	SYNERGY FRANCE	Paris 8e (75)	60000 € 	 75000 € 		4.5	Les activités principales consistent à accompagner nos clients dans la mise en œuvre de leur programme de gouvernance des données *(organisation autour de la…	https://fr.indeed.com/rc/clk?jk=463113bc8cbe92c6&fccid=e463fc7104734a53&vjs=3
Data Analyst	20	jours	22-02-2021	Getaround	Paris (75)				3.5	"Empower the team by building ground truth data sets and evangelise data tools to your stakeholders.
You'll belong to the data team of 8 experienced and caring…"	https://fr.indeed.com/rc/clk?jk=d6384449bb1448f4&fccid=e463fc7104734a53&vjs=3
Consultant Data Junior H/F	20	jours	22-02-2021	SYNERGY FRANCE	Paris 8e (75)	42000 € 	 48000 € 		4.5	Synergy France* est une ESN Data Centric qui se concentre sur 4 offres : Data Intégration, Data Analyse, Data Gouvernance, Data Science.	https://fr.indeed.com/rc/clk?jk=035866c5b4c5a61c&fccid=df6948c9b8da6236&vjs=3
Data Engineer F/H	20	jours	22-02-2021	Ekkiden	Paris 3e (75)					"Vous justifiez de 2 ans d'expérience en tant que data engineer.
Ambition et innovation sont nos deux grands drivers.
Le rôle : Data Engineer F/H."	https://fr.indeed.com/rc/clk?jk=d6384449bb1448f4&fccid=e463fc7104734a53&vjs=3
MOA DATA / Analyste Fonctionnel Junior H/F	20	jours	22-02-2021	GRDF	Pantin (93)				4.0	Pour mettre vos compétences au service d’un acteur majeur de la transition énergétique, expert et distributeur du gaz naturel ?	https://fr.indeed.com/rc/clk?jk=3bc553a684b5f26b&fccid=cd304444faef7894&vjs=3
CDI - Data Scientist (H/F)	20	jours	22-02-2021	Younited Credit	Paris 9e (75)				3.8	"Collaborer avec l’équipe de data engineering et de data anlytics pour l’exploitation de volumes de données important.
TEMPS DE TRAVAIL :Temps plein."	https://fr.indeed.com/rc/clk?jk=3bc553a684b5f26b&fccid=cd304444faef7894&vjs=3
Chargé de cybersécurité - Big data-(H/F)	20	jours	22-02-2021	Société Générale	La Défense (92)				3.9	"Vous maîtrisez les notions de big data et de Java, Python, JSON, HTML, API ….
Par ailleurs, une connaissance en Cybersécurité, en Machine Learning et en produit…"	https://fr.indeed.com/rc/clk?jk=3bc553a684b5f26b&fccid=cd304444faef7894&vjs=3
DATA ANALYST H/F	19	jours	22-02-2021	Groupement Les Mousquetaires	Châtillon (92)				2.9	Vous accompagnez la montée en compétences analytique de nos directions métier sur le pilotage et la gestion de leur activité en les aidant à mettre en place les…	https://fr.indeed.com/rc/clk?jk=1074ce3b90d8e900&fccid=9852370096dc699e&vjs=3
Data Analyst Programmatiq	19	jours	22-02-2021	Numberly	Paris 9e (75)					"Compétence / appétence pour la data visualisation.
Connaissances d’outils data viz, dashboard, analytics seraient un plus."	https://fr.indeed.com/rc/clk?jk=226ab665cbef3259&fccid=a1e3f54f00122ead&vjs=3
Leader data offic	19	jours	22-02-2021	Natixis	Paris (75)				4.0	"Vous serez leur partenaire data.
Doté d'une riche expérience sur les sujets data (data management et/ou usages avancés des données avec des cas d'usage) dans…"	https://fr.indeed.com/rc/clk?jk=226ab665cbef3259&fccid=a1e3f54f00122ead&vjs=3
Scrum master connaissant le Big Dat	19	jours	22-02-2021	LBESOFT	Nanterre (92)	3000 € 	 4000 € 		5.0	"Objet : * Recherche : Scrum Mater BigData.
Nous sommes à la recherche d’un profil Scrum master connaissant le BigData pour un de nos clients bancaires."	https://fr.indeed.com/rc/clk?jk=226ab665cbef3259&fccid=a1e3f54f00122ead&vjs=3
Chef de Projets Dat	19	jours	22-02-2021	Numberly	Paris 9e (75)					"Industrialiser un algorithme de NLP développé par nos data scientists.
Participer à la conception d’une interface de data visualization."	https://fr.indeed.com/rc/clk?jk=bf23cc61ee6a3545&fccid=a0a72158131ae2dd&vjs=3
INGÉNIEUR R&D - TRAITEMENT DU SIGNAL / DATA SCIENCE	19	jours	22-02-2021	BioSerenity	Paris (75)				3.0	"Il faut être discipliné, méthodique et curieux.
L’ingénieur doit être toujours en alerte sur les nouveautés et effectuer des veilles technologiques pour pouvoir…"	https://fr.indeed.com/rc/clk?jk=02bd08157e7db6ab&fccid=0f5477dfb7d07060&vjs=3
Ingénieur Innovation et Data (H/F)	18	jours	22-02-2021	Ponticelli	Émerainville (77)				3.7	Ces innovations s'inscrivent en particulier dans le domaine du traitement des données (big data) issues des matériels connectés et des logiciels de suivi et…	https://fr.indeed.com/rc/clk?jk=3bc553a684b5f26b&fccid=cd304444faef7894&vjs=3
DATA ANALYST MARKETING H/F	18	jours	22-02-2021	IN'LI	Puteaux (92)				3.3	"In’li, la filiale logement intermédiaire d’Action Logement.
In’li, filiale du Groupe Action Logement, est leader du logement intermédiaire en Ile-de-France,…"	https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9Popqtx5W0sXdhE0EBXn1dIdTU5gI_fOOKLKKm894A8lUUArFxRYj8TuW8BvkGFHuM18u0flS4M0GSa9D3UtqTiClGSbt7-6MiR8dInhVkYa7kLL8yam82qAe7iNlId8Vs7uZJbSevUO2skTPRa7r3od7owOz2fmfUM8l1tiTObqMy5PK-cm1HiiJxr_8TL64666YOOxq7D_cdFXe4IPwI1KyAhAEIL-g4awBUg9tuyOnksqw19YCyXAgIppXRVD_1Z3G5-V_Mx1yGeOMR1e_7IScG6Nz55SHuYGCUrPIBXorUbCFM5tAc30Q-QEtROfLcN8kATXeacclUkwXf_j335aigJH6dJZVMfKOAJ6G9ztA2MxYPx_HAUTnAQnOsYQ6OEVAuyla7rvcsnrpMRZn9hST5WpZb-xfXO6hYMwO6eyxFNwKPUxqjR4F7K5Cr1_IRf38exNtGw==&p=0&fvj=1&vjs=3
Assistant Data Analyst H/F	18	jours	22-02-2021	Gexpertise	Sèvres (92)				2.9	"Assistant Data Analyst H/F.
Stage conventionné de 4 à 6 mois à partir d'avril.
Etudiant en École d'Ingénieurs ou Master 2."	https://fr.indeed.com/rc/clk?jk=02bd08157e7db6ab&fccid=0f5477dfb7d07060&vjs=3
Data Analyst Junior (H/F) Mobile Gaming [CDI] - Paris ou Lyo...	18	jours	22-02-2021	Gaminho	Paris 18e (75)	30000 € 	 35000 € 			Plusieurs réalisations concrètes au niveau de la mise en place de rapports de Business Intelligence sur les sujets suivants : data crunching, data visualization…	https://fr.indeed.com/rc/clk?jk=3a4c5adaa527c8d4&fccid=fd2f4adfd7e36c17&vjs=3
Group Data 1 Business Analyst	18	jours	22-02-2021	Euler Hermes Group	Paris (75)				4.0	"For this role, we are looking for a passionate and results-oriented student in Client and Digital Marketing data.
Very good level in Excel / Powerpoint."	https://fr.indeed.com/rc/clk?jk=9ab7122bd3968231&fccid=a4afddc5b7ad7ec2&vjs=3
Data Scientist (H/F)	17	jours	22-02-2021	Carrefour	Massy (91)				3.9	Ils sont également en charge de la mise en place du projet data et de l'intégration des solutions développées dans l'architecture data de Carrefour.	https://fr.indeed.com/rc/clk?jk=3a4c5adaa527c8d4&fccid=fd2f4adfd7e36c17&vjs=3
Data Engineer Big Data H/F	17	jours	22-02-2021	LCL	Villejuif (94)				3.7	"Types de métiers Crédit Agricole S.A.
Systèmes d'information / Maîtrise d'Ouvrage.
Data Engineer Big Data H/F.
En tant qu’Ingénieur d’études et développement :"	https://fr.indeed.com/rc/clk?jk=226ab665cbef3259&fccid=a1e3f54f00122ead&vjs=3
Community Manager Data & AI-(H/F)	16	jours	22-02-2021	Société Générale Private Banking	La Défense (92)				3.9	Au sein de la Direction de l'Innovation, le rôle du Community Manager Data & AI est de contribuer à l’animation de la communauté Data Science et à l…	https://fr.indeed.com/rc/clk?jk=bf23cc61ee6a3545&fccid=a0a72158131ae2dd&vjs=3
Data Scientist (H/F)	16	jours	22-02-2021	CCR	Paris (75)				4.1	"Au sein du département Transformation Digitale de la Direction des Systèmes d’Information :
La mise en production des développements relatifs à la…"	https://fr.indeed.com/rc/clk?jk=035866c5b4c5a61c&fccid=df6948c9b8da6236&vjs=3
Data Scientist / Statisticien H/F	16	jours	22-02-2021	LNE	Trappes (78)				3.5	Titulaire d’un diplôme d’ingénieur ou d’un Master dans le domaine de la data science, ou titulaire d’un doctorat en mathématiques appliquées, vous disposez d…	https://fr.indeed.com/rc/clk?jk=bf23cc61ee6a3545&fccid=a0a72158131ae2dd&vjs=3
DATA ANALYST H/F	16	jours	22-02-2021	Korian	Paris (75)				3.2	"Agir en lien avec les équipes informatiques en charge de la data et des outils (facturation, CRM…).
De formation supérieure Bac+5 en Ecole de commerce ou Master…"	https://fr.indeed.com/rc/clk?jk=3a4c5adaa527c8d4&fccid=fd2f4adfd7e36c17&vjs=3
data analyst H/F	14	jours	22-02-2021	Elis	Saint-Cloud (92)				3.0	Compréhension d’un modèle de données, construction de requêtes, data quality management (intégrations, extractions, updates, data management rules…).	https://fr.indeed.com/rc/clk?jk=bf23cc61ee6a3545&fccid=a0a72158131ae2dd&vjs=3
DATA ENGINEER PYTHON SQL EXPÉRIMENTÉ F/H	14	jours	22-02-2021	VERDURON LTD	Paris (75)	45000 € 	 50000 € 			"Il s’agit d’un poste de Data Engineer Python SQL pour un client final basé dans le centre de Paris.
Profil du Développeur Python / Data Engineer :"	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
Data Transformation & Analytics engineer (H/F)	13	jours	22-02-2021	Saint-Gobain	Courbevoie (92)				3.9	"Il collaborera aux projets métiers dont l’équipe à la charge et travaillera sur les principaux aspects d’un projet big data :
Vos missions en quelques mots :"	https://fr.indeed.com/rc/clk?jk=022251d0e215187a&fccid=359a8b600b310a76&vjs=3
Software Engineer - Dat	13	jours	22-02-2021	eKee	Paris (75)	2500 € 	 3000 € 			"Process and reduce terabytes of data in an efficient way,.
You are not scared of working with dirty user inputs and data sources.
This job is the chance to:"	https://fr.indeed.com/rc/clk?jk=bf23cc61ee6a3545&fccid=a0a72158131ae2dd&vjs=3
Data Analyst (H/F)	13	jours	22-02-2021	Groupe SII	Paris (75)				3.8	Vous interviendrez de façon opérationnelle sur des missions de conseil autour des sujets de transformation Data Analytics, de retraitement et modélisation de…	https://fr.indeed.com/rc/clk?jk=463113bc8cbe92c6&fccid=e463fc7104734a53&vjs=3
Consultant Big Data (H/F)	13	jours	22-02-2021	Apside	Paris (75)				3.8	Maitriser les technologies liées à la data, des outils d’éditeurs, et être toujours en veille sur les dernières innovations du marché (Bases de données/ Python/…	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
Data Scientist Prévoyance / Santé Collective CDD H/F	13	jours	22-02-2021	Groupama Gan Vie	Nanterre (92)				3.6	Les activités de Prévoyance / Santé des assurances collectives connaissent une période de profondes mutations : changements juridiques réguliers, arrivée de…	https://fr.indeed.com/rc/clk?jk=bf23cc61ee6a3545&fccid=a0a72158131ae2dd&vjs=3
Data Scientist Senior H/F	12	jours	22-02-2021	Keyrus France	Levallois-Perret (92)					#DataEnthusiast, mordu d'innovation et explorateur de données, vous souhaitez rejoindre une équipe d’Experts exigeants, créatifs et #InnovationCentric ?	https://fr.indeed.com/rc/clk?jk=226ab665cbef3259&fccid=a1e3f54f00122ead&vjs=3
Data Analyst M/F	12	jours	22-02-2021	Sanofi	Gentilly (94)				4.1	"Improve data visualization and data analysis capabilities from Interact (SIA tool).
Data processing by running developed scripts."	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
Gestionnaire données clients H/F	12	jours	22-02-2021	Lynks Partner	Paris (75)	38000 € 	 42000 € 			"Lynks Partner recrute pour l’un de ses clients, un groupe bancaire de renommée internationale, un Gestionnaire de données clients.
Nettoyer la base de données."	https://fr.indeed.com/rc/clk?jk=1074ce3b90d8e900&fccid=9852370096dc699e&vjs=3
Data Analyst H/F	12	jours	22-02-2021	Bouygues Telecom	Paris (75)				3.8	Titulaire d'une Licence ou d'un diplôme Bac +4/+5 en école d'ingénieurs ou école de commerce avec spécialisation en data marketing, vous avez déjà une première…	https://fr.indeed.com/rc/clk?jk=035866c5b4c5a61c&fccid=df6948c9b8da6236&vjs=3
Data and Digital Analyst	12	jours	22-02-2021	Sage	Paris (75)				3.4	"Nom du poste à pourvoir Data and Digital Analyst.
Présentation de Sage Nos collaborateurs rendent Sage exceptionnelle.
Nous écrivons notre prochain chapitre."	https://fr.indeed.com/rc/clk?jk=035866c5b4c5a61c&fccid=df6948c9b8da6236&vjs=3
Data Entry Clerk / Junior Data Manager	12	jours	22-02-2021	EBMT	Paris 12e (75)	25000 € 	 28000 € 			"As a Data Manager, you will be in charge of data entry and data quality for specific clinical studies.
To ensure the quality of the data entry (data quality…"	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
CDI - Consultant Digital-Data (H/F)	11	jours	22-02-2021	Publicis Groupe	Paris 11e (75)				3.7	"O Définition des stratégies digitales clients (achat, adtech & data).
Ses compétences mondiales orientées data et digital-first génèrent de la valeur pour ses…"	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
Data Scientist Validation de Modèles de Conformité (H/F)	11	jours	22-02-2021	Natixis	Paris (75)				4.0	"Vous êtes diplômé(e) d'une grande école ou d'un Master en data science,.
Vous avez une expérience de 5 ans minimum dans un environnement de data science, de…"	https://fr.indeed.com/rc/clk?jk=4f1ab14136fc9d02&fccid=09e12974662898fb&vjs=3
Data Analyst F/H	11	jours	22-02-2021	La Banque Postale	Issy-les-Moulineaux (92)				3.7	"Bac + 5 en statistiques et/ou data analyse.
Rejoindre La Banque Postale, c'est intégrer une banque citoyenne, dynamique et innovante, qui poursuit un…"	https://fr.indeed.com/company/ABD-Partners/jobs/Data-Scientist-c47c0457a9014111?fccid=c1bbfdba6f77f7b9&vjs=3
ESG Data Analyst - Data & Methodologies (m/f/d)	11	jours	22-02-2021	Allianz Global Investors	Paris (75)				3.9	"Expected outputs would include innovation around future data as well as ESG and impact client reporting.
The candidate will be able to work closely with data…"	https://fr.indeed.com/company/ABD-Partners/jobs/Data-Scientist-c47c0457a9014111?fccid=c1bbfdba6f77f7b9&vjs=3
Gestionnaire Bases de Données H/F	11	jours	22-02-2021	Groupe Alpha	Paris (75)				3.6	Nous recherchons Un Gestionnaire Bases de Données dans le cadre du développement de notre activité de Mobilités et Développement RH.	https://fr.indeed.com/rc/clk?jk=2af95d8c1a6d5636&fccid=3c43349a97cfd43a&vjs=3
Data Quality Scientist (H/F)	11	jours	22-02-2021	Natixis	Paris (75)				4.0	De Formation supérieure (Bac+5 min.), vous avez une ou plusieurs expériences significatives et valorisantes dans le domaine de la data (Exploration et…	https://fr.indeed.com/rc/clk?jk=463113bc8cbe92c6&fccid=e463fc7104734a53&vjs=3
Data Engineer (H/F)	11	jours	22-02-2021	CCR	Paris (75)				4.1	Dans le cadre du développement de ses activités, la Direction des Systèmes d'Information du Groupe CCR recherche son ou sa futur Data Engineer pour rejoindre et…	https://fr.indeed.com/rc/clk?jk=9ab7122bd3968231&fccid=a4afddc5b7ad7ec2&vjs=3
CHEF DE PROJET BI / DATA VISUALISATION CDD 4 à 6 mois (H/F)	10	jours	22-02-2021	IRI	Chambourcy (78)	40000 € 	 45000 € 		3.6	Vous souhaitez accompagner les grandes enseignes de distribution ou les intervenants majeurs des PGC dans la transformation de leur offre vers des produits plus…	https://fr.indeed.com/rc/clk?jk=3bc553a684b5f26b&fccid=cd304444faef7894&vjs=3
Data Scientist H/F	10	jours	22-02-2021	EOS France	Paris 15e (75)				4.0	Le département Finance, Statistiques et Contrôle de gestion est au cœur du processus d’acquisition de portefeuille de l’ensemble du groupe EOS France.	https://fr.indeed.com/company/ABD-Partners/jobs/Data-Scientist-c47c0457a9014111?fccid=c1bbfdba6f77f7b9&vjs=3
Data scientist, Traitement du Langage (H/F)	10	jours	22-02-2021	Haute Autorité de Santé	Saint-Denis (93)				3.8	"Au sein de l’équipe data, vous serez en charge des projets de traitement automatique du langage (TAL / NLP).
Vous travaillerez dans l'équipe data, rattachée au…"	https://fr.indeed.com/rc/clk?jk=4f1ab14136fc9d02&fccid=09e12974662898fb&vjs=3
Data Scientist Validation de Modèles de Conformité (H/F)	10	jours	22-02-2021	Natixis SA	Paris (75)				3.4	"Vous êtes diplômé(e) d'une grande école ou d'un Master en data science,.
Vous avez une expérience de 5 ans minimum dans un environnement de data science, de…"	https://fr.indeed.com/rc/clk?jk=463113bc8cbe92c6&fccid=e463fc7104734a53&vjs=3
Actuaire Prévoyance Individuelle (Predictive & Data) (F/H)	10	jours	22-02-2021	AXA	Nanterre (92)				3.8	"Proposer une nouvelle vision de la tarification en s'appuyant sur les nouvelles data et en utilisant des méthodes prédictives.
Votre rôle et vos missions."	https://fr.indeed.com/rc/clk?jk=abfc1def1730ac43&fccid=237908de095b6446&vjs=3
Data Officer CDI	10	jours	22-02-2021	LIP MANTRANS CHELLES	Vert-Saint-Denis (77)	11 € 		 heure		"Envie d’intégrer un groupe dynamique avec un fort engagement sociétal et une actualité passionnante ?
Rejoignez MyMobility, leader français du marché du…"	https://fr.indeed.com/rc/clk?jk=2af95d8c1a6d5636&fccid=3c43349a97cfd43a&vjs=3
