id,name,year,wine_id,has_valid_ratings,rating_status,ratings_count,ratings_average,reviews_count
1906584,Marqués de Riscal Rioja Reserva,U.V.,1163903,True,Normal,142572,4.0,815
162893740,Marqués de Riscal Rioja Reserva 2020,2020,1163903,False,BelowThreshold,2,0.0,0
159392105,Marqués de Riscal Rioja Reserva 2019,2019,1163903,True,Normal,51,4.0,17
156135225,Marqués de Riscal Rioja Reserva 2018,2018,1163903,True,Normal,230,4.0,66
150317987,Marqués de Riscal Rioja Reserva 2017,2017,1163903,True,Normal,126,4.0,32
84984019,Marqués de Riscal Rioja Reserva 2016,2016,1163903,True,Normal,227,4.1,54
14201617,Marqués de Riscal Rioja Reserva 2015,2015,1163903,True,Normal,12054,4.1,3791
4322127,Marqués de Riscal Rioja Reserva 2014,2014,1163903,True,Normal,20699,4.1,6452
2081539,Marqués de Riscal Rioja Reserva 2013,2013,1163903,True,Normal,18351,4.0,5523
2121634,Marqués de Riscal Rioja Reserva 2012,2012,1163903,True,Normal,14710,4.0,4218
1977740,Marqués de Riscal Rioja Reserva 2011,2011,1163903,True,Normal,17732,4.0,5188
1795736,Marqués de Riscal Rioja Reserva 2010,2010,1163903,True,Normal,9155,3.9,2750
2005388,Marqués de Riscal Rioja Reserva 2009,2009,1163903,True,Normal,12591,3.9,3942
1952759,Marqués de Riscal Rioja Reserva 2008,2008,1163903,True,Normal,9709,3.9,2901
1491772,Marqués de Riscal Rioja Reserva 2007,2007,1163903,True,Normal,8156,3.9,1906
1241474,Marqués de Riscal Rioja Reserva 2006,2006,1163903,True,Normal,4769,4.0,1088
1233202,Marqués de Riscal Rioja Reserva 2005,2005,1163903,True,Normal,4286,4.0,1000
1578401,Marqués de Riscal Rioja Reserva 2004,2004,1163903,True,Normal,1634,4.1,412
1213131,Marqués de Riscal Rioja Reserva 2003,2003,1163903,True,Normal,925,4.0,240
1745124,Marqués de Riscal Rioja Reserva 2002,2002,1163903,True,Normal,401,4.0,111
1377720,Marqués de Riscal Rioja Reserva 2001,2001,1163903,True,Normal,845,4.1,251
1515305,Marqués de Riscal Rioja Reserva 2000,2000,1163903,True,Normal,482,3.9,128
1732552,Marqués de Riscal Rioja Reserva 1999,1999,1163903,True,Normal,225,4.1,62
1328940,Marqués de Riscal Rioja Reserva 1998,1998,1163903,True,Normal,216,4.1,64
2172319,Marqués de Riscal Rioja Reserva 1997,1997,1163903,True,Normal,159,4.1,44
2168588,Marqués de Riscal Rioja Reserva 1996,1996,1163903,True,Normal,195,4.2,60
1424129,Marqués de Riscal Rioja Reserva 1995,1995,1163903,True,Normal,161,4.1,52
1753168,Marqués de Riscal Rioja Reserva 1994,1994,1163903,True,Normal,239,4.3,74
2776955,Marqués de Riscal Rioja Reserva 1993,1993,1163903,True,Normal,86,4.2,30
1551293,Marqués de Riscal Rioja Reserva 1992,1992,1163903,True,Normal,37,4.2,8
2277649,Marqués de Riscal Rioja Reserva 1991,1991,1163903,True,Normal,65,4.1,19
2033548,Marqués de Riscal Rioja Reserva 1990,1990,1163903,True,Normal,84,3.8,25
1785978,Marqués de Riscal Rioja Reserva 1989,1989,1163903,True,Normal,54,3.7,15
1797075,Marqués de Riscal Rioja Reserva 1988,1988,1163903,True,Normal,51,4.3,16
2849895,Marqués de Riscal Rioja Reserva 1987,1987,1163903,True,Normal,40,4.0,17
2334289,Marqués de Riscal Rioja Reserva 1986,1986,1163903,True,Normal,38,3.6,9
2017151,Marqués de Riscal Rioja Reserva 1985,1985,1163903,True,Normal,25,3.9,9
1862460,Marqués de Riscal Rioja Reserva 1984,1984,1163903,True,Normal,29,3.8,10
3103060,Marqués de Riscal Rioja Reserva 1983,1983,1163903,True,Normal,22,4.2,4
2073949,Marqués de Riscal Rioja Reserva 1982,1982,1163903,True,Normal,62,4.0,26
2359933,Marqués de Riscal Rioja Reserva 1981,1981,1163903,True,Normal,56,4.1,21
2438667,Marqués de Riscal Rioja Reserva 1980,1980,1163903,True,Normal,31,4.5,10
1727505,Marqués de Riscal Rioja Reserva 1979,1979,1163903,True,Normal,14,4.7,4
2877847,Marqués de Riscal Rioja Reserva 1978,1978,1163903,True,Normal,22,3.9,13
6585394,Marqués de Riscal Rioja Reserva 1977,1977,1163903,False,BelowThreshold,4,0.0,0
4589929,Marqués de Riscal Rioja Reserva 1976,1976,1163903,True,Normal,19,3.9,7
2222418,Marqués de Riscal Rioja Reserva 1975,1975,1163903,True,Normal,23,4.5,7
4534307,Marqués de Riscal Rioja Reserva 1974,1974,1163903,True,Normal,12,3.8,3
3432437,Marqués de Riscal Rioja Reserva 1973,1973,1163903,True,Normal,16,3.9,5
3374494,Marqués de Riscal Rioja Reserva 1972,1972,1163903,True,Normal,16,4.0,7
4436748,Marqués de Riscal Rioja Reserva 1971,1971,1163903,False,BelowThreshold,9,0.0,2
1917754,Marqués de Riscal Rioja Reserva 1970,1970,1163903,True,Normal,29,4.0,17
5598786,Marqués de Riscal Rioja Reserva 1969,1969,1163903,True,Normal,14,3.9,5
1880561,Marqués de Riscal Rioja Reserva 1968,1968,1163903,True,Normal,18,3.5,11
7105631,Marqués de Riscal Rioja Reserva 1967,1967,1163903,False,BelowThreshold,3,0.0,2
1448124,Marqués de Riscal Rioja Reserva 1966,1966,1163903,False,BelowThreshold,5,0.0,2
6066152,Marqués de Riscal Rioja Reserva 1965,1965,1163903,False,BelowThreshold,4,0.0,3
1351985,Marqués de Riscal Rioja Reserva 1964,1964,1163903,True,Normal,25,4.2,13
4171508,Marqués de Riscal Rioja Reserva 1963,1963,1163903,False,BelowThreshold,8,0.0,1
6636595,Marqués de Riscal Rioja Reserva 1962,1962,1163903,True,Normal,12,3.8,5
5152892,Marqués de Riscal Rioja Reserva 1961,1961,1163903,True,Normal,10,4.3,3
3579296,Marqués de Riscal Rioja Reserva 1960,1960,1163903,True,Normal,10,4.1,7
17630230,Marqués de Riscal Rioja Reserva 1959,1959,1163903,False,BelowThreshold,5,0.0,2
9312498,Marqués de Riscal Rioja Reserva 1958,1958,1163903,True,Normal,14,4.3,6
2482505,Marqués de Riscal Rioja Reserva 1957,1957,1163903,False,BelowThreshold,3,0.0,1
12634721,Marqués de Riscal Rioja Reserva 1956,1956,1163903,False,BelowThreshold,8,0.0,3
7761164,Marqués de Riscal Rioja Reserva 1955,1955,1163903,True,Normal,11,4.6,4
4200199,Marqués de Riscal Rioja Reserva 1954,1954,1163903,False,BelowThreshold,4,0.0,1
4571947,Marqués de Riscal Rioja Reserva 1953,1953,1163903,False,BelowThreshold,8,0.0,4
3203043,Marqués de Riscal Rioja Reserva 1951,1951,1163903,False,BelowThreshold,2,0.0,1
4506511,Marqués de Riscal Rioja Reserva 1950,1950,1163903,False,BelowThreshold,6,0.0,2
22168472,Marqués de Riscal Rioja Reserva 1948,1948,1163903,False,BelowThreshold,5,0.0,3
1847859,Marqués de Riscal Rioja Reserva 1947,1947,1163903,True,Normal,12,4.5,3
3587737,Marqués de Riscal Rioja Reserva 1946,1946,1163903,False,BelowThreshold,2,0.0,1
3203017,Marqués de Riscal Rioja Reserva 1945,1945,1163903,False,BelowThreshold,1,0.0,0
7603461,Marqués de Riscal Rioja Reserva 1944,1944,1163903,False,BelowThreshold,1,0.0,0
4179647,Marqués de Riscal Rioja Reserva 1943,1943,1163903,False,BelowThreshold,1,0.0,0
2640884,Marqués de Riscal Rioja Reserva 1941,1941,1163903,False,BelowThreshold,1,0.0,0
12058552,Marqués de Riscal Rioja Reserva 1938,1938,1163903,False,BelowThreshold,2,0.0,1
4066934,Marqués de Riscal Rioja Reserva 1937,1937,1163903,False,BelowThreshold,2,0.0,0
1877959,Marqués de Riscal Rioja Reserva 1935,1935,1163903,False,BelowThreshold,1,0.0,0
24663726,Marqués de Riscal Rioja Reserva 1929,1929,1163903,False,BelowThreshold,1,0.0,0
25663923,Marqués de Riscal Rioja Reserva 1926,1926,1163903,False,BelowThreshold,1,0.0,0
5034891,Marqués de Riscal Rioja Reserva 1925,1925,1163903,True,Normal,11,4.7,7
5584837,Marqués de Riscal Rioja Reserva 1922,1922,1163903,False,BelowThreshold,3,0.0,0
2750625,Marqués de Riscal Rioja Reserva 1921,1921,1163903,False,BelowThreshold,3,0.0,0
150779961,Marqués de Riscal Rioja Reserva 1919,1919,1163903,False,BelowThreshold,1,0.0,0
141458968,Marqués de Riscal Rioja Reserva 1912,1912,1163903,False,BelowThreshold,1,0.0,1
26915854,Marqués de Riscal Rioja Reserva 1910,1910,1163903,False,BelowThreshold,1,0.0,1
141328088,Marqués de Riscal Rioja Reserva 1800,1800,1163903,False,BelowThreshold,1,0.0,1
8012894,Marqués de Riscal Rioja Reserva 1791,1791,1163903,False,BelowThreshold,1,0.0,0
7071278,Marqués de Riscal Rioja Reserva 1790,1790,1163903,False,BelowThreshold,1,0.0,0
1469063,Catena Malbec,U.V.,1873,True,Normal,108428,4.0,913
162925795,Catena Malbec 2020,2020,1873,False,BelowThreshold,8,0.0,2
159335865,Catena Malbec 2019,2019,1873,True,Normal,20,3.9,5
156097621,Catena Malbec 2018,2018,1873,True,Normal,524,4.0,186
150296971,Catena Malbec 2017,2017,1873,True,Normal,11713,4.1,4284
87594377,Catena Malbec 2016,2016,1873,True,Normal,15396,4.1,5194
14209256,Catena Malbec 2015,2015,1873,True,Normal,20487,4.0,6473
4241257,Catena Malbec 2014,2014,1873,True,Normal,9390,3.9,2669
2997554,Catena Malbec 2013,2013,1873,True,Normal,13194,3.9,3915
2980806,Catena Malbec 2012,2012,1873,True,Normal,9364,3.9,3167
1397216,Catena Malbec 2011,2011,1873,True,Normal,10688,3.9,3503
1255201,Catena Malbec 2010,2010,1873,True,Normal,9730,3.9,2085
1191707,Catena Malbec 2009,2009,1873,True,Normal,1693,3.9,364
1140266,Catena Malbec 2008,2008,1873,True,Normal,1150,3.9,229
91043,Catena Malbec 2007,2007,1873,True,Normal,603,3.9,149
2422,Catena Malbec 2006,2006,1873,True,Normal,362,4.0,99
1194672,Catena Malbec 2005,2005,1873,True,Normal,203,4.2,61
1226224,Catena Malbec 2004,2004,1873,True,Normal,96,4.0,33
1151106,Catena Malbec 2003,2003,1873,True,Normal,53,4.0,15
95931,Catena Malbec 2002,2002,1873,True,Normal,59,4.1,21
1792633,Catena Malbec 2001,2001,1873,True,Normal,32,3.9,9
1279103,Catena Malbec 2000,2000,1873,True,Normal,22,4.4,9
4167324,Catena Malbec 1999,1999,1873,True,Normal,10,4.2,5
3807774,Catena Malbec 1998,1998,1873,False,BelowThreshold,1,0.0,0
4216330,Catena Malbec 1997,1997,1873,False,BelowThreshold,7,0.0,5
3854572,Catena Malbec 1996,1996,1873,False,BelowThreshold,6,0.0,4
3358410,Catena Malbec 1995,1995,1873,False,BelowThreshold,2,0.0,1
4341458,Catena Malbec 1994,1994,1873,False,BelowThreshold,1,0.0,0
3403435,Catena Malbec 1993,1993,1873,False,BelowThreshold,1,0.0,0
3549007,Catena Malbec 1992,1992,1873,True,Normal,11,4.0,1
3262994,Catena Malbec 1991,1991,1873,False,BelowThreshold,4,0.0,2
2831390,Catena Malbec 1990,1990,1873,False,BelowThreshold,5,0.0,3
11848955,Catena Malbec 1984,1984,1873,False,BelowThreshold,2,0.0,1
2365354,Catena Malbec 1982,1982,1873,False,BelowThreshold,3,0.0,0
28751870,Catena Malbec 1981,1981,1873,False,BelowThreshold,4,0.0,2
2987819,Catena Malbec 1980,1980,1873,False,BelowThreshold,8,0.0,0
4412564,Catena Malbec 1979,1979,1873,False,BelowThreshold,1,0.0,1
14665700,Catena Malbec 1978,1978,1873,False,BelowThreshold,2,0.0,2
7787153,Catena Malbec 1972,1972,1873,False,BelowThreshold,1,0.0,1
14756271,Catena Malbec 1960,1960,1873,False,BelowThreshold,1,0.0,0
30091969,Catena Malbec 1950,1950,1873,False,BelowThreshold,1,0.0,0
2681413,Catena Malbec 1902,1902,1873,True,Normal,154,3.8,33
12849265,Catena Malbec 1790,1790,1873,False,BelowThreshold,1,0.0,0
164942685,Opus One Overture,N.V.,4848,True,Normal,10934,4.4,3318
164086857,Opus One Overture 2016,2016,4848,False,BelowThreshold,1,0.0,1
164088051,Opus One Overture 2012,2012,4848,False,BelowThreshold,1,0.0,1
164143557,Opus One Overture 2002,2002,4848,False,BelowThreshold,2,0.0,1
1470899,E. Guigal Côtes-du-Rhône Rouge,U.V.,7773,True,Normal,48502,3.6,742
162877499,E. Guigal Côtes-du-Rhône Rouge 2020,2020,7773,False,BelowThreshold,1,0.0,0
159402673,E. Guigal Côtes-du-Rhône Rouge 2019,2019,7773,True,Normal,12,3.9,3
156111087,E. Guigal Côtes-du-Rhône Rouge 2018,2018,7773,True,Normal,98,3.6,30
150474933,E. Guigal Côtes-du-Rhône Rouge 2017,2017,7773,True,Normal,243,3.6,77
91266628,E. Guigal Côtes-du-Rhône Rouge 2016,2016,7773,True,Normal,4219,3.7,1552
14152059,E. Guigal Côtes-du-Rhône Rouge 2015,2015,7773,True,Normal,10456,3.7,3475
4114566,E. Guigal Côtes-du-Rhône Rouge 2014,2014,7773,True,Normal,3350,3.6,1074
2016444,E. Guigal Côtes-du-Rhône Rouge 2013,2013,7773,True,Normal,5017,3.6,1613
1376999,E. Guigal Côtes-du-Rhône Rouge 2012,2012,7773,True,Normal,6035,3.6,1907
1351841,E. Guigal Côtes-du-Rhône Rouge 2011,2011,7773,True,Normal,6651,3.6,2303
1244434,E. Guigal Côtes-du-Rhône Rouge 2010,2010,7773,True,Normal,4904,3.5,1670
1181372,E. Guigal Côtes-du-Rhône Rouge 2009,2009,7773,True,Normal,1451,3.5,322
1150175,E. Guigal Côtes-du-Rhône Rouge 2008,2008,7773,True,Normal,848,3.5,123
1170557,E. Guigal Côtes-du-Rhône Rouge 2007,2007,7773,True,Normal,1163,3.6,268
1175846,E. Guigal Côtes-du-Rhône Rouge 2006,2006,7773,True,Normal,177,3.7,47
8399,E. Guigal Côtes-du-Rhône Rouge 2005,2005,7773,True,Normal,187,3.7,51
1264555,E. Guigal Côtes-du-Rhône Rouge 2004,2004,7773,True,Normal,70,3.7,21
39414,E. Guigal Côtes-du-Rhône Rouge 2003,2003,7773,True,Normal,82,3.4,26
1191899,E. Guigal Côtes-du-Rhône Rouge 2002,2002,7773,True,Normal,17,3.6,3
39374,E. Guigal Côtes-du-Rhône Rouge 2001,2001,7773,True,Normal,69,3.7,25
1241857,E. Guigal Côtes-du-Rhône Rouge 2000,2000,7773,True,Normal,98,3.5,34
1483614,E. Guigal Côtes-du-Rhône Rouge 1999,1999,7773,True,Normal,19,3.4,4
1459740,E. Guigal Côtes-du-Rhône Rouge 1998,1998,7773,True,Normal,33,4.2,16
1856330,E. Guigal Côtes-du-Rhône Rouge 1997,1997,7773,False,BelowThreshold,8,0.0,4
1833528,E. Guigal Côtes-du-Rhône Rouge 1996,1996,7773,False,BelowThreshold,7,0.0,3
1907983,E. Guigal Côtes-du-Rhône Rouge 1995,1995,7773,True,Normal,34,3.7,10
5683664,E. Guigal Côtes-du-Rhône Rouge 1994,1994,7773,True,Normal,17,4.0,7
2655795,E. Guigal Côtes-du-Rhône Rouge 1993,1993,7773,False,BelowThreshold,6,0.0,0
2971559,E. Guigal Côtes-du-Rhône Rouge 1992,1992,7773,False,BelowThreshold,2,0.0,1
1727910,E. Guigal Côtes-du-Rhône Rouge 1991,1991,7773,False,BelowThreshold,5,0.0,1
2720061,E. Guigal Côtes-du-Rhône Rouge 1990,1990,7773,True,Normal,37,4.0,9
2992883,E. Guigal Côtes-du-Rhône Rouge 1989,1989,7773,True,Normal,16,3.7,5
3987906,E. Guigal Côtes-du-Rhône Rouge 1988,1988,7773,False,BelowThreshold,4,0.0,1
13252894,E. Guigal Côtes-du-Rhône Rouge 1986,1986,7773,False,BelowThreshold,4,0.0,4
3625713,E. Guigal Côtes-du-Rhône Rouge 1985,1985,7773,True,Normal,11,4.0,4
5122690,E. Guigal Côtes-du-Rhône Rouge 1983,1983,7773,False,BelowThreshold,2,0.0,0
9915422,E. Guigal Côtes-du-Rhône Rouge 1982,1982,7773,False,BelowThreshold,6,0.0,2
3836042,E. Guigal Côtes-du-Rhône Rouge 1981,1981,7773,False,BelowThreshold,1,0.0,1
3571872,E. Guigal Côtes-du-Rhône Rouge 1980,1980,7773,True,Normal,20,3.8,8
10144036,E. Guigal Côtes-du-Rhône Rouge 1979,1979,7773,False,BelowThreshold,7,0.0,2
141836833,E. Guigal Côtes-du-Rhône Rouge 1978,1978,7773,False,BelowThreshold,2,0.0,2
10216243,E. Guigal Côtes-du-Rhône Rouge 1977,1977,7773,False,BelowThreshold,2,0.0,0
8493665,E. Guigal Côtes-du-Rhône Rouge 1975,1975,7773,False,BelowThreshold,1,0.0,0
2325019,E. Guigal Côtes-du-Rhône Rouge 1974,1974,7773,False,BelowThreshold,3,0.0,1
2842237,E. Guigal Côtes-du-Rhône Rouge 1970,1970,7773,False,BelowThreshold,2,0.0,1
3794198,E. Guigal Côtes-du-Rhône Rouge 1968,1968,7773,False,BelowThreshold,9,0.0,3
18362533,E. Guigal Côtes-du-Rhône Rouge 1964,1964,7773,False,BelowThreshold,1,0.0,0
17223698,E. Guigal Côtes-du-Rhône Rouge 1962,1962,7773,False,BelowThreshold,2,0.0,0
9774789,E. Guigal Côtes-du-Rhône Rouge 1950,1950,7773,False,BelowThreshold,2,0.0,0
1474658,Mouton Cadet Bordeaux Rouge,U.V.,4113,True,Normal,69205,3.5,252
162880057,Mouton Cadet Bordeaux Rouge 2020,2020,4113,False,BelowThreshold,3,0.0,1
159365066,Mouton Cadet Bordeaux Rouge 2019,2019,4113,True,Normal,123,4.0,37
156113849,Mouton Cadet Bordeaux Rouge 2018,2018,4113,True,Normal,779,3.7,237
150288614,Mouton Cadet Bordeaux Rouge 2017,2017,4113,True,Normal,2525,3.5,838
85846548,Mouton Cadet Bordeaux Rouge 2016,2016,4113,True,Normal,10135,3.5,3406
14173673,Mouton Cadet Bordeaux Rouge 2015,2015,4113,True,Normal,10706,3.5,3247
3958384,Mouton Cadet Bordeaux Rouge 2014,2014,4113,True,Normal,9432,3.5,2513
2008803,Mouton Cadet Bordeaux Rouge 2013,2013,4113,True,Normal,7857,3.3,2233
1379813,Mouton Cadet Bordeaux Rouge 2012,2012,4113,True,Normal,8037,3.4,2432
1309775,Mouton Cadet Bordeaux Rouge 2011,2011,4113,True,Normal,6597,3.3,1788
1162005,Mouton Cadet Bordeaux Rouge 2010,2010,4113,True,Normal,3441,3.3,740
1170166,Mouton Cadet Bordeaux Rouge 2009,2009,4113,True,Normal,1963,3.5,375
1160983,Mouton Cadet Bordeaux Rouge 2008,2008,4113,True,Normal,1024,3.5,204
1158220,Mouton Cadet Bordeaux Rouge 2007,2007,4113,True,Normal,756,3.3,162
22955,Mouton Cadet Bordeaux Rouge 2006,2006,4113,True,Normal,684,3.5,161
1175811,Mouton Cadet Bordeaux Rouge 2005,2005,4113,True,Normal,513,3.6,155
4739,Mouton Cadet Bordeaux Rouge 2004,2004,4113,True,Normal,376,3.3,82
1153365,Mouton Cadet Bordeaux Rouge 2003,2003,4113,True,Normal,365,3.6,61
1162307,Mouton Cadet Bordeaux Rouge 2002,2002,4113,True,Normal,336,3.4,79
1250508,Mouton Cadet Bordeaux Rouge 2001,2001,4113,True,Normal,128,3.5,37
1216413,Mouton Cadet Bordeaux Rouge 2000,2000,4113,True,Normal,185,3.1,52
1190769,Mouton Cadet Bordeaux Rouge 1999,1999,4113,True,Normal,238,3.5,73
1258395,Mouton Cadet Bordeaux Rouge 1998,1998,4113,True,Normal,138,3.4,48
1260492,Mouton Cadet Bordeaux Rouge 1997,1997,4113,True,Normal,155,3.4,41
1290373,Mouton Cadet Bordeaux Rouge 1996,1996,4113,True,Normal,122,3.7,36
1262967,Mouton Cadet Bordeaux Rouge 1995,1995,4113,True,Normal,103,3.4,32
1177419,Mouton Cadet Bordeaux Rouge 1994,1994,4113,True,Normal,115,3.5,33
1592937,Mouton Cadet Bordeaux Rouge 1993,1993,4113,True,Normal,38,3.7,13
1222998,Mouton Cadet Bordeaux Rouge 1992,1992,4113,True,Normal,58,3.8,14
2023015,Mouton Cadet Bordeaux Rouge 1991,1991,4113,True,Normal,46,3.8,16
1295324,Mouton Cadet Bordeaux Rouge 1990,1990,4113,True,Normal,154,3.9,44
1742506,Mouton Cadet Bordeaux Rouge 1989,1989,4113,True,Normal,82,3.5,22
1420666,Mouton Cadet Bordeaux Rouge 1988,1988,4113,True,Normal,238,3.6,61
1292623,Mouton Cadet Bordeaux Rouge 1987,1987,4113,True,Normal,46,4.0,12
1412662,Mouton Cadet Bordeaux Rouge 1986,1986,4113,True,Normal,93,4.0,25
1301916,Mouton Cadet Bordeaux Rouge 1985,1985,4113,True,Normal,109,3.7,34
1438767,Mouton Cadet Bordeaux Rouge 1984,1984,4113,True,Normal,15,3.8,5
1261780,Mouton Cadet Bordeaux Rouge 1983,1983,4113,True,Normal,52,3.9,13
1291612,Mouton Cadet Bordeaux Rouge 1982,1982,4113,True,Normal,92,4.0,14
1792240,Mouton Cadet Bordeaux Rouge 1981,1981,4113,True,Normal,43,3.2,14
1268318,Mouton Cadet Bordeaux Rouge 1980,1980,4113,True,Normal,81,3.7,28
1244807,Mouton Cadet Bordeaux Rouge 1979,1979,4113,True,Normal,40,3.6,12
1215160,Mouton Cadet Bordeaux Rouge 1978,1978,4113,True,Normal,48,3.5,12
1241450,Mouton Cadet Bordeaux Rouge 1977,1977,4113,True,Normal,13,3.4,5
1206416,Mouton Cadet Bordeaux Rouge 1976,1976,4113,True,Normal,29,3.5,7
1741525,Mouton Cadet Bordeaux Rouge 1975,1975,4113,True,Normal,28,4.3,8
2930588,Mouton Cadet Bordeaux Rouge 1974,1974,4113,True,Normal,12,4.2,3
3684947,Mouton Cadet Bordeaux Rouge 1973,1973,4113,True,Normal,15,4.0,4
1475246,Mouton Cadet Bordeaux Rouge 1972,1972,4113,True,Normal,14,3.1,8
5063779,Mouton Cadet Bordeaux Rouge 1971,1971,4113,True,Normal,16,4.3,6
2227273,Mouton Cadet Bordeaux Rouge 1970,1970,4113,True,Normal,21,4.0,4
1813424,Mouton Cadet Bordeaux Rouge 1969,1969,4113,True,Normal,10,4.1,3
2899252,Mouton Cadet Bordeaux Rouge 1967,1967,4113,False,BelowThreshold,6,0.0,2
1840354,Mouton Cadet Bordeaux Rouge 1966,1966,4113,True,Normal,12,4.5,4
4129461,Mouton Cadet Bordeaux Rouge 1964,1964,4113,False,BelowThreshold,8,0.0,4
7317300,Mouton Cadet Bordeaux Rouge 1962,1962,4113,False,BelowThreshold,2,0.0,1
4549912,Mouton Cadet Bordeaux Rouge 1961,1961,4113,False,BelowThreshold,5,0.0,3
12868830,Mouton Cadet Bordeaux Rouge 1959,1959,4113,False,BelowThreshold,1,0.0,1
1955497,Mouton Cadet Bordeaux Rouge 1958,1958,4113,False,BelowThreshold,6,0.0,1
14207821,Mouton Cadet Bordeaux Rouge 1957,1957,4113,False,BelowThreshold,1,0.0,1
4541419,Mouton Cadet Bordeaux Rouge 1956,1956,4113,False,BelowThreshold,1,0.0,1
23980724,Mouton Cadet Bordeaux Rouge 1954,1954,4113,False,BelowThreshold,1,0.0,0
22233202,Mouton Cadet Bordeaux Rouge 1950,1950,4113,False,BelowThreshold,1,0.0,1
23923142,Mouton Cadet Bordeaux Rouge 1947,1947,4113,False,BelowThreshold,1,0.0,0
1407096,Mouton Cadet Bordeaux Rouge 1945,1945,4113,False,BelowThreshold,3,0.0,0
8613688,Mouton Cadet Bordeaux Rouge 1934,1934,4113,False,BelowThreshold,1,0.0,0
38000619,Mouton Cadet Bordeaux Rouge 1933,1933,4113,False,BelowThreshold,1,0.0,0
5546527,Mouton Cadet Bordeaux Rouge 1916,1916,4113,False,BelowThreshold,1,0.0,0
155524821,Mouton Cadet Bordeaux Rouge 1865,1865,4113,False,BelowThreshold,4,0.0,3
36624493,Mouton Cadet Bordeaux Rouge 1864,1864,4113,False,BelowThreshold,1,0.0,0
63288112,Mouton Cadet Bordeaux Rouge 1845,1845,4113,False,BelowThreshold,1,0.0,0
8194021,Mouton Cadet Bordeaux Rouge 1790,1790,4113,False,BelowThreshold,1,0.0,0
1471020,Antinori Villa Antinori Rosso,U.V.,1656,True,Normal,61744,3.8,717
159514010,Antinori Villa Antinori Rosso 2019,2019,1656,False,BelowThreshold,2,0.0,0
156109333,Antinori Villa Antinori Rosso 2018,2018,1656,False,BelowThreshold,7,0.0,2
150293510,Antinori Villa Antinori Rosso 2017,2017,1656,True,Normal,472,4.0,143
85976696,Antinori Villa Antinori Rosso 2016,2016,1656,True,Normal,2620,3.8,905
14277431,Antinori Villa Antinori Rosso 2015,2015,1656,True,Normal,6402,3.9,2040
4418048,Antinori Villa Antinori Rosso 2014,2014,1656,True,Normal,9449,3.8,2658
2323232,Antinori Villa Antinori Rosso 2013,2013,1656,True,Normal,11339,3.8,3145
1786503,Antinori Villa Antinori Rosso 2012,2012,1656,True,Normal,5349,3.8,1633
1184754,Antinori Villa Antinori Rosso 2011,2011,1656,True,Normal,7004,3.8,2239
1211377,Antinori Villa Antinori Rosso 2010,2010,1656,True,Normal,6720,3.8,1948
1174650,Antinori Villa Antinori Rosso 2009,2009,1656,True,Normal,3482,3.7,820
1123111,Antinori Villa Antinori Rosso 2008,2008,1656,True,Normal,2605,3.8,564
65554,Antinori Villa Antinori Rosso 2007,2007,1656,True,Normal,1371,3.8,277
1163996,Antinori Villa Antinori Rosso 2006,2006,1656,True,Normal,790,3.8,127
2206,Antinori Villa Antinori Rosso 2005,2005,1656,True,Normal,436,3.7,108
58254,Antinori Villa Antinori Rosso 2004,2004,1656,True,Normal,386,3.8,76
1184863,Antinori Villa Antinori Rosso 2003,2003,1656,True,Normal,463,3.8,71
1281477,Antinori Villa Antinori Rosso 2002,2002,1656,True,Normal,119,3.6,27
95164,Antinori Villa Antinori Rosso 2001,2001,1656,True,Normal,126,3.9,42
1491770,Antinori Villa Antinori Rosso 2000,2000,1656,True,Normal,20,3.8,5
1214416,Antinori Villa Antinori Rosso 1999,1999,1656,True,Normal,11,4.3,3
3242336,Antinori Villa Antinori Rosso 1998,1998,1656,False,BelowThreshold,5,0.0,3
2087778,Antinori Villa Antinori Rosso 1997,1997,1656,False,BelowThreshold,5,0.0,4
1802946,Antinori Villa Antinori Rosso 1996,1996,1656,False,BelowThreshold,2,0.0,1
2191877,Antinori Villa Antinori Rosso 1995,1995,1656,False,BelowThreshold,2,0.0,1
2972974,Antinori Villa Antinori Rosso 1990,1990,1656,False,BelowThreshold,6,0.0,0
7325536,Antinori Villa Antinori Rosso 1985,1985,1656,False,BelowThreshold,1,0.0,0
9019316,Antinori Villa Antinori Rosso 1983,1983,1656,False,BelowThreshold,1,0.0,0
3008427,Antinori Villa Antinori Rosso 1982,1982,1656,False,BelowThreshold,1,0.0,0
3009853,Antinori Villa Antinori Rosso 1980,1980,1656,False,BelowThreshold,2,0.0,1
2073144,Antinori Villa Antinori Rosso 1979,1979,1656,False,BelowThreshold,1,0.0,1
11377883,Antinori Villa Antinori Rosso 1978,1978,1656,False,BelowThreshold,5,0.0,1
10701681,Antinori Villa Antinori Rosso 1977,1977,1656,False,BelowThreshold,1,0.0,1
108158056,Antinori Villa Antinori Rosso 1969,1969,1656,False,BelowThreshold,1,0.0,0
3305826,Antinori Villa Antinori Rosso 1968,1968,1656,False,BelowThreshold,1,0.0,0
107894908,Antinori Villa Antinori Rosso 1967,1967,1656,False,BelowThreshold,1,0.0,0
3816169,Antinori Villa Antinori Rosso 1960,1960,1656,False,BelowThreshold,1,0.0,1
12425213,Antinori Villa Antinori Rosso 1959,1959,1656,True,Normal,13,3.9,2
143788040,Antinori Villa Antinori Rosso 1958,1958,1656,False,BelowThreshold,2,0.0,0
