id,score_normalized,reviewed_at,vintage_id
1946396,93,2012-04-15T00:00:00Z,24150
2537073,93,2011-03-01T00:00:00Z,24150
2548754,93,2012-03-01T00:00:00Z,24150
2548755,93,2011-03-01T00:00:00Z,24150
2548756,91,2010-03-01T00:00:00Z,24150
2548757,91,2009-04-01T00:00:00Z,24150
2839848,93,2009-06-01T00:00:00Z,24150
2544306,87,2013-04-01T00:00:00Z,1919758
2664577,90,2013-04-25T00:00:00Z,1919758
1573618,88,2017-07-24T00:00:00Z,2296631
1870882,94,2017-02-28T00:00:00Z,2296631
200821,98,2004-04-26T00:00:00Z,1317602
1372543,99,2007-06-01T00:00:00Z,1317602
2542272,94,2012-10-01T00:00:00Z,1317602
2542273,89,2011-01-01T00:00:00Z,1317602
2542274,94,2006-09-01T00:00:00Z,1317602
2542275,95,2006-09-01T00:00:00Z,1317602
2542276,92,2004-03-01T00:00:00Z,1317602
2545544,95,2010-10-01T00:00:00Z,1317602
2832767,92,2004-06-01T00:00:00Z,1317602
2842328,90,2006-03-01T00:00:00Z,1317602
3299742,93,2018-11-30T00:00:00Z,1317602
1786980,96,2015-12-31T00:00:00Z,1916044
1376520,88,2012-10-05T00:00:00Z,1161622
1909764,92,2003-10-31T00:00:00Z,1161622
1922198,88,2005-01-01T00:00:00Z,1161622
2498846,88,2003-06-01T00:00:00Z,1161622
2838206,86,2005-03-01T00:00:00Z,1161622
1371321,88,2013-02-06T00:00:00Z,1255171
1761336,91,2011-05-02T00:00:00Z,1255171
2506076,85,2011-06-01T00:00:00Z,1255171
2507758,85,2013-03-01T00:00:00Z,1255171
2546470,88,2012-02-01T00:00:00Z,1255171
2546471,87,2011-04-01T00:00:00Z,1255171
1862477,96,2017-06-30T00:00:00Z,1134262
2528155,96,2006-01-01T00:00:00Z,1134262
3196157,95,2016-06-16T00:00:00Z,1134262
3134019,94,2018-09-27T00:00:00Z,4026708
3176478,95,2015-07-06T00:00:00Z,4026708
1372408,88,2013-07-30T00:00:00Z,93843
2499109,90,2008-06-01T00:00:00Z,93843
2539430,90,2010-03-01T00:00:00Z,93843
1369450,93,2011-08-02T00:00:00Z,1159097
1916950,97,2004-04-26T00:00:00Z,1159097
2832928,90,2004-06-01T00:00:00Z,1159097
193963,93,2006-04-24T00:00:00Z,1318150
1370434,91,2011-12-21T00:00:00Z,1318150
1930997,93,2010-09-27T00:00:00Z,1318150
1931223,93,2013-05-22T00:00:00Z,1318150
1931297,95,2015-03-19T00:00:00Z,1318150
2545971,90,2007-01-01T00:00:00Z,1318150
2545972,91,2006-04-01T00:00:00Z,1318150
2838911,83,2008-03-01T00:00:00Z,1318150
2839234,86,2006-06-01T00:00:00Z,1318150
3015910,92,2008-10-01T00:00:00Z,1318150
3298561,95,2018-11-05T00:00:00Z,156207319
3326758,90,2018-12-12T00:00:00Z,156207319
3488734,91,2019-03-29T00:00:00Z,156207319
3506875,92,2019-10-16T00:00:00Z,156207319
1802040,88,2015-04-30T00:00:00Z,23114802
1868812,87,2017-03-31T00:00:00Z,23114802
2546209,88,2015-04-01T00:00:00Z,23114802
611166,93,2017-03-31T00:00:00Z,2068635
2543179,93,2015-10-01T00:00:00Z,2068635
2543180,95,2013-04-01T00:00:00Z,2068635
2664868,94,2013-04-25T00:00:00Z,2068635
1366599,92,2015-04-22T00:00:00Z,4112455
1801808,91,2015-04-30T00:00:00Z,4112455
1868663,92,2017-03-31T00:00:00Z,4112455
2543425,90,2015-04-01T00:00:00Z,4112455
230009,94,2002-04-30T00:00:00Z,1172584
1370393,93,2012-12-02T00:00:00Z,1172584
1922075,93,2017-03-15T00:00:00Z,1172584
2841727,95,2002-06-01T00:00:00Z,1172584
2842296,97,2004-03-01T00:00:00Z,1172584
3017449,91,2004-12-01T00:00:00Z,1172584
3018580,94,2003-12-01T00:00:00Z,1172584
3299747,94,2018-11-30T00:00:00Z,1172584
1723602,92,2008-04-30T00:00:00Z,1279201
1862601,91,2017-06-30T00:00:00Z,1279201
2499165,90,2008-06-01T00:00:00Z,1279201
2499166,86,2008-06-01T00:00:00Z,1279201
2536741,86,2010-03-01T00:00:00Z,1279201
2671438,91,2017-11-30T00:00:00Z,19872858
238316,92,2015-09-30T00:00:00Z,2408662
1581733,90,2014-06-26T00:00:00Z,2408662
3013965,88,2014-04-01T00:00:00Z,2408662
3493347,90,2019-06-28T00:00:00Z,152656129
1761377,91,2011-05-02T00:00:00Z,1717601
1847370,87,2013-02-28T00:00:00Z,1717601
3014025,88,2013-10-01T00:00:00Z,1717601
2664272,90,2013-04-25T00:00:00Z,2285011
1371567,88,2011-01-23T00:00:00Z,1213816
1731933,91,2009-04-29T00:00:00Z,1213816
2537044,85,2011-03-01T00:00:00Z,1213816
2833023,83,2009-06-01T00:00:00Z,1213816
3177568,89,2015-05-07T00:00:00Z,1213816
1751267,88,2011-12-23T00:00:00Z,1367263
2537248,83,2010-06-01T00:00:00Z,1367263
1739089,92,2010-04-27T00:00:00Z,2119404
193868,90,2007-04-30T00:00:00Z,1151967
1374165,89,2012-05-01T00:00:00Z,1151967
2498444,85,2009-03-01T00:00:00Z,1151967
2543883,92,2009-11-01T00:00:00Z,1151967
2543884,88,2009-02-01T00:00:00Z,1151967
2543885,89,2008-03-01T00:00:00Z,1151967
2543886,89,2007-03-01T00:00:00Z,1151967
2839704,83,2007-06-01T00:00:00Z,1151967
1366688,84,2013-04-23T00:00:00Z,2260652
2664304,85,2013-04-25T00:00:00Z,2260652
235941,94,2007-04-30T00:00:00Z,120312
1370527,90,2012-12-26T00:00:00Z,120312
2498481,86,2009-03-01T00:00:00Z,120312
2548846,92,2008-03-01T00:00:00Z,120312
2548847,92,2007-03-01T00:00:00Z,120312
2839809,88,2007-06-01T00:00:00Z,120312
1370526,90,2012-12-26T00:00:00Z,1269542
1705933,93,2006-04-24T00:00:00Z,1269542
2835159,86,2006-06-01T00:00:00Z,1269542
2838837,86,2008-03-01T00:00:00Z,1269542
3015985,92,2008-10-01T00:00:00Z,1269542
1366541,90,2011-04-22T00:00:00Z,4698844
1761437,91,2011-05-02T00:00:00Z,4698844
2505870,92,2011-06-01T00:00:00Z,4698844
2507775,90,2013-03-01T00:00:00Z,4698844
2546489,88,2011-04-01T00:00:00Z,4698844
3177941,88,2015-04-19T00:00:00Z,4698844
3134053,93,2018-09-27T00:00:00Z,85635658
3506291,92,2020-04-27T00:00:00Z,85635658
3506292,93,2015-01-01T00:00:00Z,85635658
3506293,93,2020-04-27T00:00:00Z,85635658
238620,89,2002-04-30T00:00:00Z,1248094
1377332,92,2011-09-04T00:00:00Z,1248094
2538018,93,2002-06-01T00:00:00Z,1248094
2842289,97,2004-03-01T00:00:00Z,1248094
3017489,92,2002-04-01T00:00:00Z,1248094
3017490,94,2003-12-01T00:00:00Z,1248094
3321577,89,2004-12-01T00:00:00Z,1248094
201638,93,2011-05-02T00:00:00Z,1417788
1366636,95,2011-04-23T00:00:00Z,1417788
1949769,95,2015-11-22T00:00:00Z,1417788
2505704,95,2011-06-01T00:00:00Z,1417788
2507791,97,2013-03-01T00:00:00Z,1417788
1370951,86,2014-02-16T00:00:00Z,1583534
1782993,86,2014-04-30T00:00:00Z,1583534
2550058,85,2012-04-01T00:00:00Z,1583534
220417,95,2011-05-02T00:00:00Z,1996244
1366036,94,2011-04-20T00:00:00Z,1996244
1949540,95,2015-03-30T00:00:00Z,1996244
2506070,93,2011-06-01T00:00:00Z,1996244
2507755,93,2013-03-01T00:00:00Z,1996244
2542063,94,2013-09-01T00:00:00Z,1996244
2542064,94,2012-02-01T00:00:00Z,1996244
2542065,94,2011-04-01T00:00:00Z,1996244
3177926,92,2015-04-19T00:00:00Z,1996244
3179818,96,2014-03-11T00:00:00Z,1996244
1556808,89,2016-07-21T00:00:00Z,1131847
1366652,87,2013-04-23T00:00:00Z,2236431
2546354,88,2013-04-01T00:00:00Z,2236431
2664502,88,2013-04-25T00:00:00Z,2236431
611550,93,2006-04-24T00:00:00Z,85811
1373804,92,2011-03-23T00:00:00Z,85811
1789803,90,2015-06-29T00:00:00Z,85811
2542394,93,2015-06-01T00:00:00Z,85811
2542395,96,2014-06-01T00:00:00Z,85811
2542396,95,2008-05-01T00:00:00Z,85811
2542397,94,2007-12-01T00:00:00Z,85811
2542398,94,2007-01-01T00:00:00Z,85811
2542399,94,2006-04-01T00:00:00Z,85811
2838840,90,2008-03-01T00:00:00Z,85811
2840022,90,2006-06-01T00:00:00Z,85811
225493,92,2001-04-23T00:00:00Z,1153974
2841471,88,2001-06-01T00:00:00Z,1153974
3162153,87,2016-03-07T00:00:00Z,1153974
1762941,89,2011-05-02T00:00:00Z,1198582
2501461,86,2013-03-01T00:00:00Z,1198582
2506050,85,2011-06-01T00:00:00Z,1198582
3179836,90,2014-03-11T00:00:00Z,1198582
3114606,92,2018-08-07T00:00:00Z,22090064
1373787,90,2012-03-21T00:00:00Z,1211604
1908596,89,2002-04-30T00:00:00Z,1211604
2538030,86,2002-06-01T00:00:00Z,1211604
2837965,90,2004-03-01T00:00:00Z,1211604
3017500,91,2002-04-01T00:00:00Z,1211604
3017501,91,2004-12-01T00:00:00Z,1211604
3018582,92,2003-12-01T00:00:00Z,1211604
1376217,92,2011-10-17T00:00:00Z,1742513
1705999,91,2006-04-24T00:00:00Z,1742513
2498883,88,2003-06-01T00:00:00Z,1742513
2546070,89,2008-04-01T00:00:00Z,1742513
2546071,92,2007-01-01T00:00:00Z,1742513
2546072,91,2006-04-01T00:00:00Z,1742513
2838901,88,2008-03-01T00:00:00Z,1742513
1697820,94,2017-10-31T00:00:00Z,156064973
2888524,94,2018-04-25T00:00:00Z,156064973
2888525,93,2018-04-25T00:00:00Z,156064973
3111171,93,2018-09-07T00:00:00Z,156064973
3339315,93,2019-02-26T00:00:00Z,156064973
3339463,95,2019-03-04T00:00:00Z,156064973
608417,97,2016-10-28T00:00:00Z,2058322
1980069,93,2016-10-06T00:00:00Z,2058322
2810369,87,2017-02-01T00:00:00Z,2058322
3184565,96,2016-09-06T00:00:00Z,2058322
2546339,88,2013-04-01T00:00:00Z,2098000
3162983,89,2016-03-03T00:00:00Z,2098000
199107,99,2011-05-02T00:00:00Z,1965542
1949775,94,2015-11-26T00:00:00Z,1965542
2507805,100,2013-03-01T00:00:00Z,1965542
2527570,95,2017-03-01T00:00:00Z,1965542
2527571,97,2015-08-01T00:00:00Z,1965542
2527572,96,2012-02-01T00:00:00Z,1965542
2527574,96,2011-04-01T00:00:00Z,1965542
2539572,97,2011-06-01T00:00:00Z,1965542
3178001,96,2015-04-16T00:00:00Z,1965542
3179834,96,2014-03-11T00:00:00Z,1965542
194057,90,2015-04-30T00:00:00Z,4073220
418005,89,2017-03-31T00:00:00Z,4073220
1365835,90,2015-04-14T00:00:00Z,4073220
1366665,90,2013-04-23T00:00:00Z,1648873
2664514,88,2013-04-25T00:00:00Z,1648873
2756817,88,2016-10-01T00:00:00Z,1648873
226474,95,2014-10-31T00:00:00Z,3020696
1376795,92,2016-09-14T00:00:00Z,3020696
1857384,92,2017-10-31T00:00:00Z,14459967
1371320,92,2013-02-06T00:00:00Z,1996191
1949571,91,2015-05-04T00:00:00Z,1996191
2505949,90,2011-06-01T00:00:00Z,1996191
2507744,88,2013-03-01T00:00:00Z,1996191
2542080,94,2015-03-01T00:00:00Z,1996191
2542081,94,2012-02-01T00:00:00Z,1996191
2545377,94,2011-04-01T00:00:00Z,1996191
1732356,89,2009-04-29T00:00:00Z,2533518
2537038,88,2011-03-01T00:00:00Z,2533518
2543788,90,2009-04-01T00:00:00Z,2533518
2839838,90,2009-06-01T00:00:00Z,2533518
219443,93,2011-05-02T00:00:00Z,1642051
1949532,93,2015-03-24T00:00:00Z,1642051
2505795,81,2011-06-01T00:00:00Z,1642051
3164955,95,2013-09-11T00:00:00Z,1642051
3196780,93,2015-11-23T00:00:00Z,1642051
201243,96,2015-09-30T00:00:00Z,2058324
1551504,93,2016-03-21T00:00:00Z,2058324
1972036,96,2015-10-17T00:00:00Z,2058324
2689852,98,2015-12-20T00:00:00Z,2058324
2811375,91,2016-02-01T00:00:00Z,2058324
3175849,96,2015-08-28T00:00:00Z,2058324
1365967,88,2011-04-19T00:00:00Z,1357783
1763833,90,2011-05-02T00:00:00Z,1357783
2505926,86,2011-06-01T00:00:00Z,1357783
2507743,86,2013-03-01T00:00:00Z,1357783
611436,94,2016-12-30T00:00:00Z,20175802
3225619,92,2018-10-31T00:00:00Z,20175802
3337178,91,2019-02-15T00:00:00Z,20175802
3338328,88,2019-02-20T00:00:00Z,20175802
609918,95,2010-04-27T00:00:00Z,1288482
1369684,93,2010-08-26T00:00:00Z,1288482
2506185,92,2012-03-01T00:00:00Z,1288482
2542833,96,2015-08-01T00:00:00Z,1288482
2542834,95,2014-06-01T00:00:00Z,1288482
2542835,93,2013-03-01T00:00:00Z,1288482
2542836,93,2010-03-01T00:00:00Z,1288482
2839886,90,2010-06-01T00:00:00Z,1288482
1366915,91,2015-04-24T00:00:00Z,13159884
1801489,92,2015-04-30T00:00:00Z,13159884
1868538,92,2017-03-31T00:00:00Z,13159884
2567691,87,2015-04-01T00:00:00Z,13159884
1377200,87,2016-09-23T00:00:00Z,1312251
1731967,87,2009-04-29T00:00:00Z,1312251
2537048,90,2011-03-01T00:00:00Z,1312251
2839843,88,2009-06-01T00:00:00Z,1312251
2445182,79,2017-05-01T00:00:00Z,6037899
2505902,86,2011-06-01T00:00:00Z,1828410
2507741,85,2013-03-01T00:00:00Z,1828410
3177940,88,2015-04-19T00:00:00Z,1828410
1371310,94,2012-02-06T00:00:00Z,1183211
2506173,92,2012-03-01T00:00:00Z,1183211
2839906,90,2010-06-01T00:00:00Z,1183211
205196,96,2011-05-02T00:00:00Z,1874305
1366054,94,2011-04-20T00:00:00Z,1874305
1949552,96,2015-04-04T00:00:00Z,1874305
2505860,90,2011-06-01T00:00:00Z,1874305
2507774,92,2013-03-01T00:00:00Z,1874305
3164930,96,2013-09-11T00:00:00Z,1874305
1732304,96,2009-04-29T00:00:00Z,1244476
2537088,88,2011-03-01T00:00:00Z,1244476
2548767,92,2010-03-01T00:00:00Z,1244476
2548768,92,2009-04-01T00:00:00Z,1244476
2839854,90,2009-06-01T00:00:00Z,1244476
2948553,91,2018-03-29T00:00:00Z,19209756
2666511,89,2017-08-31T00:00:00Z,4566968
1606427,90,2017-05-31T00:00:00Z,11542069
194202,90,2009-04-29T00:00:00Z,1174593
1369866,89,2009-08-31T00:00:00Z,1174593
2537019,83,2011-03-01T00:00:00Z,1174593
2833234,81,2009-06-01T00:00:00Z,1174593
3491407,94,2019-06-18T00:00:00Z,14213414
3491409,93,2019-06-19T00:00:00Z,14213414
3503119,3,2019-10-11T00:00:00Z,14213414
1367158,91,2013-04-25T00:00:00Z,2364521
2544287,87,2013-04-01T00:00:00Z,2364521
2664508,90,2013-04-25T00:00:00Z,2364521
197528,97,2011-05-02T00:00:00Z,1422895
2505745,88,2011-06-01T00:00:00Z,1422895
2545804,95,2012-02-01T00:00:00Z,1422895
2545805,92,2011-04-01T00:00:00Z,1422895
3211806,98,2018-11-05T00:00:00Z,1422895
1365994,91,2012-04-19T00:00:00Z,1366484
2543571,90,2012-04-01T00:00:00Z,1366484
2663149,93,2012-04-26T00:00:00Z,1366484
1712619,94,2007-04-30T00:00:00Z,99861
2498597,88,2009-03-01T00:00:00Z,99861
2839586,85,2007-06-01T00:00:00Z,99861
2839587,88,2007-06-01T00:00:00Z,99861
1372240,92,2013-07-25T00:00:00Z,1202818
1919029,93,2005-04-29T00:00:00Z,1202818
1927180,94,2014-05-12T00:00:00Z,1202818
2542255,94,2014-11-01T00:00:00Z,1202818
2542256,93,2013-02-01T00:00:00Z,1202818
2542257,94,2010-12-01T00:00:00Z,1202818
2542258,94,2009-03-01T00:00:00Z,1202818
2542259,94,2005-11-01T00:00:00Z,1202818
2542260,94,2005-10-01T00:00:00Z,1202818
2542261,93,2005-09-01T00:00:00Z,1202818
2542262,94,2005-03-01T00:00:00Z,1202818
2545539,94,2006-03-01T00:00:00Z,1202818
2545540,94,2005-04-01T00:00:00Z,1202818
2833767,88,2005-06-01T00:00:00Z,1202818
2838529,88,2007-03-01T00:00:00Z,1202818
1706224,86,2006-04-24T00:00:00Z,1182080
3205035,86,2009-05-15T00:00:00Z,1182080
1365758,91,2012-04-10T00:00:00Z,2878514
2663067,91,2012-04-26T00:00:00Z,2878514
1366449,88,2015-04-21T00:00:00Z,4238144
1801511,92,2015-04-30T00:00:00Z,4238144
1868547,91,2017-03-31T00:00:00Z,4238144
1954228,93,2014-11-26T00:00:00Z,1286768
2542054,91,2017-03-01T00:00:00Z,1286768
2542055,96,2015-08-01T00:00:00Z,1286768
2543245,95,2012-04-01T00:00:00Z,1286768
2663218,92,2012-04-26T00:00:00Z,1286768
1370194,90,2011-12-12T00:00:00Z,1180013
1904862,88,2002-04-30T00:00:00Z,1180013
1922071,93,2017-03-13T00:00:00Z,1180013
2537943,90,2002-06-01T00:00:00Z,1180013
2833815,90,2006-05-01T00:00:00Z,1180013
2837947,92,2004-03-01T00:00:00Z,1180013
3017460,94,2003-12-01T00:00:00Z,1180013
3017624,87,2002-04-01T00:00:00Z,1180013
3331187,92,2019-01-31T00:00:00Z,4405057
1779621,89,2014-08-28T00:00:00Z,3600413
3222153,95,2018-11-28T00:00:00Z,14266884
3222154,95,2013-01-01T00:00:00Z,14266884
217554,95,2001-04-23T00:00:00Z,104008
1373991,90,2010-03-05T00:00:00Z,104008
2841619,90,2001-06-01T00:00:00Z,104008
1808483,89,2016-12-30T00:00:00Z,20670256
3031595,93,2018-04-01T00:00:00Z,20670256
3153062,88,2018-10-01T00:00:00Z,20670256
3507751,15,2020-07-08T00:00:00Z,20670256
3507752,92,2020-07-08T00:00:00Z,20670256
1791951,89,2015-10-30T00:00:00Z,10176101
1366661,91,2013-04-23T00:00:00Z,2233785
2543159,92,2013-04-01T00:00:00Z,2233785
2664439,89,2013-04-25T00:00:00Z,2233785
1373032,92,2010-06-26T00:00:00Z,1149558
1736347,90,2010-04-27T00:00:00Z,1149558
2506222,85,2012-03-01T00:00:00Z,1149558
2543711,91,2016-07-01T00:00:00Z,1149558
2543712,89,2013-02-01T00:00:00Z,1149558
2543713,88,2010-03-01T00:00:00Z,1149558
2833485,85,2010-06-01T00:00:00Z,1149558
229974,96,2006-04-24T00:00:00Z,1385450
1371543,94,2008-01-20T00:00:00Z,1385450
1931311,95,2016-03-04T00:00:00Z,1385450
2835163,90,2006-06-01T00:00:00Z,1385450
2838839,92,2008-03-01T00:00:00Z,1385450
3016010,88,2008-10-01T00:00:00Z,1385450
222124,93,2013-02-28T00:00:00Z,1953088
1944256,93,2013-04-24T00:00:00Z,1953088
2803425,92,2013-10-01T00:00:00Z,1953088
3167370,93,2013-04-09T00:00:00Z,1953088
1762963,94,2011-05-02T00:00:00Z,1824130
1949760,93,2015-11-12T00:00:00Z,1824130
2501517,86,2013-03-01T00:00:00Z,1824130
2539575,88,2011-06-01T00:00:00Z,1824130
2543653,89,2012-02-01T00:00:00Z,1824130
2543654,93,2011-04-01T00:00:00Z,1824130
3331243,91,2019-01-31T00:00:00Z,8044842
3503092,92,2019-10-09T00:00:00Z,8044842
1375156,88,2013-05-08T00:00:00Z,1730407
1762049,89,2011-05-02T00:00:00Z,1730407
1956329,92,2014-02-15T00:00:00Z,1730407
2505687,83,2011-06-01T00:00:00Z,1730407
3169293,89,2012-12-29T00:00:00Z,1730407
3179827,90,2014-03-11T00:00:00Z,1730407
3196903,90,2014-03-11T00:00:00Z,1730407
610066,94,2017-03-31T00:00:00Z,1238450
610068,97,2009-04-29T00:00:00Z,1238450
1948295,93,2015-06-01T00:00:00Z,1238450
2537083,90,2011-03-01T00:00:00Z,1238450
2543779,90,2011-03-01T00:00:00Z,1238450
2543780,89,2010-03-01T00:00:00Z,1238450
2543781,91,2009-04-01T00:00:00Z,1238450
2839851,92,2009-06-01T00:00:00Z,1238450
229413,95,2010-04-27T00:00:00Z,1246297
1944475,96,2013-08-19T00:00:00Z,1246297
2506233,95,2012-03-01T00:00:00Z,1246297
2541893,96,2017-03-01T00:00:00Z,1246297
2541894,96,2015-08-01T00:00:00Z,1246297
2541895,97,2013-11-01T00:00:00Z,1246297
2541896,97,2013-09-01T00:00:00Z,1246297
2541897,96,2010-03-01T00:00:00Z,1246297
2839925,92,2010-06-01T00:00:00Z,1246297
3216770,98,2018-11-18T00:00:00Z,1246297
3216771,19,2018-11-18T00:00:00Z,1246297
231566,94,1999-10-30T00:00:00Z,1198117
1376421,95,2006-10-28T00:00:00Z,1198117
1924320,95,2008-01-19T00:00:00Z,93199
2921509,92,2008-02-01T00:00:00Z,93199
1367126,92,2013-04-25T00:00:00Z,2408502
2664403,95,2013-04-25T00:00:00Z,2408502
1374381,88,2015-05-13T00:00:00Z,1185774
1895311,89,1999-04-23T00:00:00Z,1185774
2549431,92,2008-10-01T00:00:00Z,1185774
2549432,92,2008-09-01T00:00:00Z,1185774
2549433,89,2000-03-01T00:00:00Z,1185774
2549434,89,1999-04-01T00:00:00Z,1185774
1372217,92,2011-07-24T00:00:00Z,1229910
1706027,92,2006-04-24T00:00:00Z,1229910
2838913,88,2008-03-01T00:00:00Z,1229910
2839277,88,2006-06-01T00:00:00Z,1229910
1372539,89,2011-07-09T00:00:00Z,2746335
1706147,93,2006-04-24T00:00:00Z,2746335
1930974,94,2010-07-26T00:00:00Z,2746335
2548953,91,2014-02-01T00:00:00Z,2746335
2548954,92,2013-09-01T00:00:00Z,2746335
2548955,92,2008-05-01T00:00:00Z,2746335
2548956,92,2007-01-01T00:00:00Z,2746335
2548957,92,2006-04-01T00:00:00Z,2746335
2548958,93,2006-04-01T00:00:00Z,2746335
2829829,83,2006-06-01T00:00:00Z,2746335
2838869,83,2008-03-01T00:00:00Z,2746335
3015915,91,2008-10-01T00:00:00Z,2746335
1375618,88,2003-11-21T00:00:00Z,1185193
1878945,92,1993-08-23T00:00:00Z,1185193
2541570,66,2001-06-01T00:00:00Z,1185193
199005,95,2006-04-24T00:00:00Z,1104693
2542235,94,2008-02-01T00:00:00Z,1104693
2542236,93,2006-04-01T00:00:00Z,1104693
2542237,92,2006-03-01T00:00:00Z,1104693
2829896,90,2006-06-01T00:00:00Z,1104693
2829897,85,2006-06-01T00:00:00Z,1104693
2838898,90,2008-03-01T00:00:00Z,1104693
3016032,94,2008-10-01T00:00:00Z,1104693
1792788,88,2015-10-30T00:00:00Z,8637754
2481272,89,2017-04-01T00:00:00Z,8637754
1366695,88,2013-04-23T00:00:00Z,4730669
1803040,85,2015-04-30T00:00:00Z,4730669
2544231,87,2013-04-01T00:00:00Z,4730669
1371644,90,2012-01-26T00:00:00Z,2701056
1736217,93,2010-04-27T00:00:00Z,2701056
2506176,88,2012-03-01T00:00:00Z,2701056
2839908,88,2010-06-01T00:00:00Z,2701056
3169738,95,2012-11-12T00:00:00Z,2701056
1373105,92,2010-06-28T00:00:00Z,1356944
1735808,92,2010-04-27T00:00:00Z,1356944
2542910,92,2013-03-01T00:00:00Z,1356944
2542911,91,2010-03-01T00:00:00Z,1356944
3219689,93,2018-10-28T00:00:00Z,1356944
222231,95,2010-04-27T00:00:00Z,1219348
1371294,93,2012-02-05T00:00:00Z,1219348
2506220,97,2012-03-01T00:00:00Z,1219348
2527615,96,2012-03-01T00:00:00Z,1219348
2527617,97,2012-03-01T00:00:00Z,1219348
2527619,92,2010-03-01T00:00:00Z,1219348
2839911,93,2010-06-01T00:00:00Z,1219348
1367640,88,2015-04-27T00:00:00Z,148608172
1801781,91,2015-04-30T00:00:00Z,148608172
1868645,89,2017-03-31T00:00:00Z,148608172
2544065,87,2015-04-01T00:00:00Z,148608172
1365734,85,2017-04-01T00:00:00Z,2622896
2664281,87,2013-04-25T00:00:00Z,2622896
1373448,90,2015-03-11T00:00:00Z,2229906
2664457,91,2013-04-25T00:00:00Z,2229906
1371613,88,2014-01-25T00:00:00Z,104158
1734293,84,2009-02-25T00:00:00Z,104158
2498559,90,2009-03-01T00:00:00Z,104158
2770520,87,2009-12-01T00:00:00Z,104158
2839527,88,2007-06-01T00:00:00Z,104158
217276,92,2011-05-02T00:00:00Z,2028092
1366303,90,2011-04-21T00:00:00Z,2028092
1949758,95,2015-11-11T00:00:00Z,2028092
2506065,83,2011-06-01T00:00:00Z,2028092
2507753,83,2013-03-01T00:00:00Z,2028092
2546465,88,2011-04-01T00:00:00Z,2028092
2865768,92,2015-10-01T00:00:00Z,2028092
3177923,90,2015-04-19T00:00:00Z,2028092
1801916,86,2015-04-30T00:00:00Z,7946460
1403233,90,2016-09-02T00:00:00Z,4702438
1958063,91,2017-03-25T00:00:00Z,4702438
1783211,78,2014-04-30T00:00:00Z,5155692
238089,95,2010-04-27T00:00:00Z,1369380
1369678,93,2010-08-26T00:00:00Z,1369380
1944959,93,2016-03-18T00:00:00Z,1369380
2537165,83,2012-01-01T00:00:00Z,1369380
2539475,86,2012-01-01T00:00:00Z,1369380
2833489,85,2010-06-01T00:00:00Z,1369380
2839914,88,2010-06-01T00:00:00Z,1369380
1370429,91,2011-12-21T00:00:00Z,1151985
1712527,93,2007-04-30T00:00:00Z,1151985
2498439,86,2009-03-01T00:00:00Z,1151985
2543876,90,2009-11-01T00:00:00Z,1151985
2543877,89,2009-02-01T00:00:00Z,1151985
2543878,91,2008-03-01T00:00:00Z,1151985
2543879,91,2007-03-01T00:00:00Z,1151985
2839622,85,2007-06-01T00:00:00Z,1151985
206558,97,2010-04-27T00:00:00Z,1524682
2537168,85,2012-01-01T00:00:00Z,1524682
2539478,90,2012-01-01T00:00:00Z,1524682
2545826,95,2012-03-01T00:00:00Z,1524682
2545827,87,2010-03-01T00:00:00Z,1524682
2833495,88,2010-06-01T00:00:00Z,1524682
2839922,81,2010-06-01T00:00:00Z,1524682
3505181,96,2020-02-12T00:00:00Z,2628313
3505182,95,2015-01-01T00:00:00Z,2628313
2546441,88,2012-04-01T00:00:00Z,3021807
2663105,90,2012-04-26T00:00:00Z,3021807
1486257,85,2012-08-08T00:00:00Z,1520917
2517055,90,2014-12-01T00:00:00Z,1520917
1706226,90,2006-04-24T00:00:00Z,1240553
2546045,90,2008-09-01T00:00:00Z,1240553
2546046,90,2008-05-01T00:00:00Z,1240553
2546047,91,2007-01-01T00:00:00Z,1240553
2546048,89,2006-04-01T00:00:00Z,1240553
2840031,92,2006-06-01T00:00:00Z,1240553
1723524,94,2008-04-30T00:00:00Z,1329141
1862582,90,2017-06-30T00:00:00Z,1329141
2499150,86,2008-06-01T00:00:00Z,1329141
2499151,87,2008-06-01T00:00:00Z,1329141
2536731,86,2010-03-01T00:00:00Z,1329141
2543839,90,2017-01-01T00:00:00Z,1329141
2543840,91,2008-03-01T00:00:00Z,1329141
1366667,84,2013-04-23T00:00:00Z,2544502
1848755,88,2013-04-25T00:00:00Z,2544502
2664505,85,2013-04-25T00:00:00Z,2544502
1374032,84,2010-03-05T00:00:00Z,1261329
1903625,94,2001-04-23T00:00:00Z,1261329
2841595,93,2001-06-01T00:00:00Z,1261329
2842269,93,2003-01-01T00:00:00Z,1261329
3224808,95,2018-10-29T00:00:00Z,91457254
1365769,91,2012-04-13T00:00:00Z,1671232
2543234,94,2012-04-01T00:00:00Z,1671232
2663163,92,2012-04-26T00:00:00Z,1671232
2663225,89,2012-04-26T00:00:00Z,1828385
1372794,92,2010-06-23T00:00:00Z,1226162
1712518,94,2007-04-30T00:00:00Z,1226162
2498531,90,2009-03-01T00:00:00Z,1226162
2839480,90,2007-06-01T00:00:00Z,1226162
1372334,88,2013-07-29T00:00:00Z,1336645
1701307,93,2005-04-29T00:00:00Z,1336645
2550606,68,2014-06-01T00:00:00Z,1336645
2550607,88,2012-02-01T00:00:00Z,1336645
