vintage_id,name,certified_biodynamic,wine_id,wine_name,type,is_natural,region_id,country,winery_id,rank_percentile_country,rank_percentile_region,rank_percentile_winery,rank_percentile_wine_type,rank_percentile_global,wine_description,alcohol,appelation_id,body_id,acidity_id,awards_number,awards_bronze_number,awards_silver_number,awards_gold_number,awards_excellent_number,awards_platinum_number,awards_remarkable_number,awards_commended_number,ratings_distribution_1,ratings_distribution_2,ratings_distribution_3,ratings_distribution_4,ratings_distribution_5,vintage_rank_percentile_country,vintage_rank_percentile_region,vintage_rank_percentile_winery,vintage_rank_percentile_global,contains_added_sulfites,contains_milk_allergens,contains_egg_allergens,closure,year,median_price
14871034,Château de Beaucastel Châteauneuf-du-Pape 2015,False,1134803,Châteauneuf-du-Pape,Red,False,401,France,1298,0.18,1.31,40.0,0.38,0.25,"A stunning example of this Southern Rhône blend with a smooth, earthy nose velvety texture and fruit-forward style; lovely, generous ripe black raspberry fruit and an exquisite finish.",14.5,301,5,2,0,0,0,0,0,0,0,0,7,14,103,1049,467,0.15,0.53,8.71,0.19,True,False,False,,2015,88.88
1728414,Dominus Dominus (Christian Moueix) 2011,False,9958,Dominus (Christian Moueix),Red,False,25,États-Unis,1332,0.26,2.27,33.33,0.11,0.07,"Dark red, almost deep crimson in color. The nose is dense and compact, filled with dark berries, blond tobacco, black cherries and cacao.",14.5,290,4,2,0,0,0,0,0,0,0,0,6,17,125,885,605,0.56,2.78,22.45,0.19,True,True,True,,2011,219.92
1150450,Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 2006,,1115658,Saint-Julien (Grand Cru Classé),Red,False,399,France,7637,0.32,1.5,20.0,0.61,0.41,,13.0,265,4,3,0,0,0,0,0,0,0,0,10,22,187,1026,385,0.66,4.66,11.73,0.83,,,,,2006,105.0
3025173,San Felice Campogiovanni Brunello di Montalcino 2013,,1136983,Campogiovanni Brunello di Montalcino,Red,False,1796,Italie,2066,0.79,1.51,8.33,0.99,0.68,"Intense ruby red colour. Aroma: ripe forest fruits, blackberry conserve and notes of tobacco and leather. Broad, soft and persistent on the palate, with a spirit-steeped fruit finish.",15.5,22,5,3,0,0,0,0,0,0,0,0,3,13,148,1114,356,0.43,0.83,2.24,0.42,,,,,2013,41.67
4437587,Altesino Brunello di Montalcino 2013,False,77471,Brunello di Montalcino,Red,False,1796,Italie,6875,1.01,0.64,20.0,1.21,0.84,"It a brilliant ruby red colour, tending towards garnet red with age. Its bouquet is intense, pure, pleasant and refined, reminiscent of sweet violet, tobacco, chocolate and pleasant hints of wild berries and vanilla. Its flavour fully confirms the above in a well-balanced, full-bodied wine with good tannins and a solid structure.",14.0,22,5,3,0,0,0,0,0,0,0,0,10,22,223,1066,314,0.91,0.62,8.87,0.83,True,False,False,,2013,49.17
1250850,Cos d'Estournel Cos d'Estournel 2005,,74346,Cos d'Estournel,Red,False,456,France,10864,0.12,0.36,12.5,0.26,0.17,"The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.",13.9,276,4,3,0,0,0,0,0,0,0,0,8,6,89,724,801,0.03,0.04,0.44,0.03,,,,,2005,235.83
1879644,Château Sociando-Mallet Haut-Médoc 2010,False,1161268,Haut-Médoc,Red,False,427,France,1353,1.62,1.2,33.33,2.34,1.71,"Opaque black/purple colour, with notes of crushed rock, white flowers, graphite, blueberry and cassis, the wine is tight and needs to be coaxed from the glass. It is medium to full-bodied, with an excruciatingly tough-textured finish. ",13.5,262,4,3,0,0,0,0,0,0,0,0,6,19,269,1091,240,1.29,0.53,5.81,1.54,True,False,False,cork,2010,54.17
1495336,Château La Tour Carnet Haut-Médoc (Grand Cru Classé) 2010,,12687,Haut-Médoc (Grand Cru Classé),Red,False,427,France,193856,2.5,1.99,3.85,3.3,2.5,"Color is deep garnet color with mahogany reflections slightly tuilés.  The nose is complex, we recognize in this order, blackcurrant, plum. Secondly, it is the spices that are expressed as cinnamon. Roasting the notes then appear in the form of wood burned. The mouth: Franche, mouth lets perceive immediately the incredible delicacy of tannins, coated, perfectly balanced. On the palate, ripe fruit and roasting.",14.0,262,4,3,0,0,0,0,0,0,0,0,14,46,402,970,190,3.8,2.9,6.98,4.15,True,,,,2010,48.0
2881547,Château Sociando-Mallet Haut-Médoc 2011,,1161268,Haut-Médoc,Red,False,427,France,1353,1.62,1.2,33.33,2.34,1.71,"Opaque black/purple colour, with notes of crushed rock, white flowers, graphite, blueberry and cassis, the wine is tight and needs to be coaxed from the glass. It is medium to full-bodied, with an excruciatingly tough-textured finish. ",13.5,262,4,3,0,0,0,0,0,0,0,0,13,36,432,991,152,3.8,2.89,23.23,4.15,True,False,False,cork,2011,36.67
19271418,Cheval des Andes Mendoza 2013,,1926899,Mendoza,Red,False,454,Argentine,12167,0.46,0.52,100.0,0.34,0.22,"Deep, almost black core, with bright violet highlights in colour. It opens with notes of fresh red berries, combined with blackcurrant and redcurrants, followed by roses and violets. It is completed by hints of Asian spices such as fresh ginger, nutmeg and cinnamon. Supplementary traces of licorice and plums.
",15.0,11,4,3,1,0,1,0,0,0,0,0,7,9,99,1016,485,0.32,0.37,21.74,0.19,True,False,False,,2013,95.0
1300490,Château Montrose Saint-Estèphe (Grand Cru Classé) 2004,,80472,Saint-Estèphe (Grand Cru Classé),Red,False,456,France,115806,0.29,0.71,16.67,0.55,0.37,"It has a fine and elegant robe with a beautifully intense and dark garnet. The nose, powerful and harmonious, is pleasantly woody. Aerated, it reveals lightly toasted aromas, followed with hints of ripe fruits and liquorice. The palate is full and soft with tight tannins and a light sweetness. The finish is long and harmonious.",12.5,276,4,3,0,0,0,0,0,0,0,0,9,15,160,1061,363,0.66,1.57,10.29,0.83,,,,,2004,99.0
1411432,Château Lascombes Margaux (Grand Cru Classé) 2009,,80045,Margaux (Grand Cru Classé),Red,False,384,France,11272,0.55,3.2,14.29,0.96,0.66,"This wine exhibits a deep blue/purple hue along with a sweet perfume of blueberries, black raspberries, cherries, incense, smoke, and spring flowers. While opulent, underneath the full-bodied richness of fruit and depth, is a structured wine.",14.0,263,4,3,0,0,0,0,0,0,0,0,17,28,159,980,427,0.32,2.19,1.83,0.42,True,True,True,,2009,110.2
1257984,Château Montrose Saint-Estèphe (Grand Cru Classé) 2005,,80472,Saint-Estèphe (Grand Cru Classé),Red,False,456,France,115806,0.29,0.71,16.67,0.55,0.37,"It has a fine and elegant robe with a beautifully intense and dark garnet. The nose, powerful and harmonious, is pleasantly woody. Aerated, it reveals lightly toasted aromas, followed with hints of ripe fruits and liquorice. The palate is full and soft with tight tannins and a light sweetness. The finish is long and harmonious.",12.0,276,4,3,0,0,0,0,0,0,0,0,8,19,135,955,480,0.15,0.37,2.88,0.19,,,,,2005,205.0
2653177,Château Chasse-Spleen Moulis-en-Médoc 2011,,79266,Moulis-en-Médoc,Red,False,3244,France,1208,2.28,2.02,20.0,3.06,2.3,,13.0,262,4,3,0,0,0,0,0,0,0,0,13,52,454,913,160,3.8,4.33,12.07,4.15,True,False,False,,2011,42.9
1751570,Château Clerc Milon Pauillac (Grand Cru Classé) 2011,,4089,Pauillac (Grand Cru Classé),Red,False,393,France,143478,0.87,8.91,50.0,1.39,0.98,"The nose reveals finely toasted spice and tobacco notes combined with more intense aromas of red fruit and cherry stone with a mineral touch. The palate is full and well-defined, dominated by the lustre of succulent fruit and refined, flavoursome tannins that open on a hint of chocolate. The long, warm-hearted finish is lifted by a slightly saline taste.",13.5,264,4,3,0,0,0,0,0,0,0,0,16,13,249,976,331,1.29,13.87,23.46,1.55,True,False,False,,2011,101.5
1399877,Château Phélan Ségur Saint-Estèphe 2009,,98166,Saint-Estèphe,Red,False,456,France,1609,1.95,4.29,20.0,2.71,2.01,,13.0,276,4,3,1,1,0,0,0,0,0,0,11,15,204,1037,320,0.66,1.61,1.16,0.84,,,,,2009,64.98
1319480,Château Lynch-Bages Pauillac (Grand Cru Classé) 2009,,79262,Pauillac (Grand Cru Classé),Red,False,393,France,11187,0.15,4.95,25.0,0.31,0.2,,13.5,264,4,3,0,0,0,0,0,0,0,0,10,4,103,882,578,0.15,4.28,6.86,0.19,True,,,,2009,216.33
4106461,Marchesi di Barolo Barbaresco 2014,,1795,Barbaresco,Red,False,722,Italie,1799,6.75,19.09,22.83,6.73,5.42,"Garnet red with ruby reflections. Less intense with hints of fruit, dog rose and spices. Full flavor, elegant, full bodied, reminiscent of the smells.",13.5,5,4,3,0,0,0,0,0,0,0,0,22,64,585,780,130,6.82,16.74,13.86,6.23,True,False,False,,2014,29.17
14146987,Ornellaia Bolgheri Superiore 2015,,22447,Bolgheri Superiore,Red,False,3345,Italie,7941,0.02,7.41,8.0,0.04,0.03,"With its dense, vibrant colour, it has a nose of splendid aromatic complexity built around a limpid and brilliant fruitiness, underscored by refined spicy and balsamic notes. The mouth develops vibrant and complex fruity nuances framed by a dense, slender structure with tannins that attain a rare harmony between firmness and fleshiness, concluding with a long balanced and fresh finish.",13.5,9,4,3,0,0,0,0,0,0,0,0,8,8,58,747,753,0.02,4.48,4.4,0.03,True,True,True,,2015,207.96
84881,Château Pontet-Canet Pauillac (Grand Cru Classé) 2003,,14362,Pauillac (Grand Cru Classé),Red,False,393,France,1309,0.24,5.45,33.33,0.47,0.31,"Very intense colour. Very intense nose, marked by notes of cherry, blackberry and redcurrant with traces of vanilla, liquorice and cedar. The attack is full to the palate. The tannins of great smoothness reveal a fine elegance. The finish, with no trace of aggressiveness, is marked by a good length.",12.5,264,4,3,0,0,0,0,0,0,0,0,10,7,129,1003,423,0.32,7.38,11.28,0.42,,,,,2003,126.2
2372786,Cloudy Bay Pinot Noir 2013,,18980,Pinot Noir,Red,False,732,Nouvelle-Zélande,1675,5.77,7.36,50.0,4.99,3.92,"Intensely fragrant with alluring aromas of dark plums and lifted hints of blueberry, layered over spicy sandalwood and smoky bacon. The palate is succulent and flavoursome with dark fruits and toasty oak gently supported by plush tannins. ",14.0,162,3,3,1,1,0,0,0,0,0,0,15,45,533,822,139,7.54,8.4,29.74,6.23,,,,,2013,34.73
1520030,Château Pichon Longueville Comtesse de Lalande Réserve (de la Comtesse) Pauillac 2010,,1135843,Réserve (de la Comtesse) Pauillac,Red,False,393,France,105199,1.57,11.88,40.0,2.27,1.66,"Complexity, elegance and longevity are the hallmarks of this race. The nose is distinguished by a bouquet of aromas, mixing blackcurrant and violet, vanilla and cinnamon. On the palate, the tannins appear mature and melted, revealing a strong and affirmed structure, a surprising suppleness, perfect harmony and long persistency.",13.5,264,4,3,0,0,0,0,0,0,0,0,12,21,255,1030,239,1.29,13.89,22.84,1.55,,,,,2010,62.5
1247383,Cos d'Estournel Cos d'Estournel 2008,,74346,Cos d'Estournel,Red,False,456,France,10864,0.12,0.36,12.5,0.26,0.17,"The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.",13.5,276,4,3,0,0,0,0,0,0,0,0,4,9,113,953,473,0.15,0.39,6.22,0.19,,,,,2008,170.2
1183287,Château Pichon Longueville Comtesse de Lalande Pauillac (Grand Cru Classé) 2006,,1125543,Pauillac (Grand Cru Classé),Red,False,393,France,105199,0.13,2.97,20.0,0.27,0.18,"The wine is seductive when young without prejudicing its longevity. As well as an oaky flavour imparted by new oak barrels, the wines show inimitable aromas of tobacco, violets, blackcurrant and ripe fruit, and also hints of pencil lead.",13.0,264,4,3,0,0,0,0,0,0,0,0,9,8,127,917,480,0.15,4.3,6.9,0.19,,,,,2006,180.0
93648,Château Chasse-Spleen Moulis-en-Médoc 2005,,79266,Moulis-en-Médoc,Red,False,3244,France,1208,2.28,2.02,20.0,3.06,2.3,,13.5,262,4,3,0,0,0,0,0,0,0,0,14,16,237,1016,257,1.29,0.65,3.88,1.55,,,,,2005,67.0
150352481,Aalto PS (Pagos Seleccionados) Ribera del Duero 2017,,1129282,PS (Pagos Seleccionados) Ribera del Duero,Red,False,405,Espagne,7999,0.04,0.44,50.0,0.07,0.04,"Very intense purple colour. Aromas of liquorice, tobacco, noble woods, spices, pain grillé and black berries. In the mouth, this wine offers density and structure, with plenty of silky tannins that provide finesse and elegance. Acidity and alcohol balance each other in a harmonious and lengthy wine. ",14.0,180,5,3,0,0,0,0,0,0,0,0,8,9,48,832,710,0.03,0.4,3.51,0.03,True,False,False,,2017,103.33
150317833,Le Macchiole Bolgheri Rosso 2017,,16417,Bolgheri Rosso,Red,False,673,Italie,7654,3.26,5.1,83.33,3.47,2.63,"Intense ruby color with violet reflections. Spicy notes of green pepper and vanilla, small red fruits very intense and persistent. It's an elegant wine, well balanced. Tannins give a long fresh sensation, with a sweet closing.",14.5,9,4,3,0,0,0,0,0,0,0,0,5,16,310,1060,173,2.96,4.82,45.07,2.65,True,,,,2017,30.75
6058477,Bodegas San Román Prima 2014,,1101472,Prima,Red,False,430,Espagne,2333,6.4,13.98,75.0,7.02,5.68,,14.0,233,5,3,0,0,0,0,0,0,0,0,16,56,660,709,84,8.41,14.5,56.25,8.81,,,,,2014,15.0
1255386,Château Calon-Ségur Saint-Estèphe (Grand Cru Classé) 1996,,1126954,Saint-Estèphe (Grand Cru Classé),Red,False,456,France,6776,0.58,1.07,12.5,0.99,0.68,,12.5,276,4,3,0,0,0,0,0,0,0,0,11,21,134,975,385,0.32,0.83,2.26,0.42,,,,,1996,151.0
20742663,Biserno Il Pino di Biserno 2015,False,1670059,Il Pino di Biserno,Red,False,394,Italie,4047,0.44,0.86,50.0,0.61,0.41,,14.5,292,3,2,0,0,0,0,0,0,0,0,4,9,148,1061,295,0.44,0.84,25.51,0.42,True,True,True,,2015,60.0
1160136,Château de Beaucastel Châteauneuf-du-Pape 2009,False,1134803,Châteauneuf-du-Pape,Red,False,401,France,1298,0.18,1.31,40.0,0.38,0.25,"A stunning example of this Southern Rhône blend with a smooth, earthy nose velvety texture and fruit-forward style; lovely, generous ripe black raspberry fruit and an exquisite finish.",13.5,301,5,2,0,0,0,0,0,0,0,0,6,12,110,952,436,0.15,0.54,9.68,0.19,True,True,True,,2009,115.0
142310502,Château Mont-Pérat Bordeaux 2016,,1524151,Bordeaux,Red,False,383,France,221170,10.43,9.74,5.0,11.74,9.78,,13.5,19,4,3,0,0,0,0,0,0,0,0,16,80,743,633,70,11.41,10.1,2.92,11.79,,,,,2016,17.58
1186068,Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 2007,,1115658,Saint-Julien (Grand Cru Classé),Red,False,399,France,7637,0.32,1.5,20.0,0.61,0.41,,13.0,265,4,3,0,0,0,0,0,0,0,0,12,10,234,971,281,1.29,8.29,18.99,1.55,,,,,2007,105.83
2202256,Château Smith Haut-Lafitte Pessac-Léognan (Grand Cru Classé de Graves) 2012,,17656,Pessac-Léognan (Grand Cru Classé de Graves),Red,False,471,France,1340,0.3,1.18,12.5,0.57,0.38,,14.0,261,4,3,0,0,0,0,0,0,0,0,3,16,148,979,371,0.32,2.08,4.92,0.42,,,,,2012,95.0
1487864,Château Lagrange Les Fiefs de Lagrange Saint-Julien 2011,,83380,Les Fiefs de Lagrange Saint-Julien,Red,False,399,France,1390,3.94,13.16,22.22,4.84,3.79,"Lively, intense color, without premature evolution. The nose has a fine, elegant character with aromas of ripe fruit and slightly woody notes. In the mouth, the balance is long and consistent. The aftertaste brings out the purity of the fruit thanks to moderate tannins.",,265,4,3,0,0,0,0,0,0,0,0,8,37,471,837,153,3.8,16.37,21.11,4.16,,,,,2011,28.5
1168845,Antinori Pian delle Vigne Brunello di Montalcino 2008,,1675,Pian delle Vigne Brunello di Montalcino,Red,False,1796,Italie,1252,0.34,0.67,17.11,0.5,0.33,"Marchesi Antinori’s passion for viticulture is expressed through perseverance: their continuous pursuit for quality improvement, even in the smallest details. Research and development is an ongoing process both in the vineyards and in the cellars: selecting new clones of local and international varieties: experimenting with new techniques in the vineyards and vineyard altitudes, new approaches to fermentation and temperature control, experimenting with both traditional and innovative winemaking philosophies, using new types of oak for barrels, barrel size and age, and varying length of aging in the bottle before commercial release.",13.7,22,5,3,0,0,0,0,0,0,0,0,7,17,131,947,398,0.44,0.84,9.75,0.42,,,,,2008,65.0
4274812,Allegrini Amarone della Valpolicella Classico 2014,,8195,Amarone della Valpolicella Classico,Red,False,3237,Italie,1499,0.36,0.52,2.94,0.52,0.34,"The result of the Allegrini family’s expertise, a true classic of the appellation, this red wine embraces tradition, territory and the know-how of country ways. Corvina, Corvinone, Rondinella and Oseleta are left to air dry at least until December and are checked daily to ensure perfectly healthy grapes.",15.8,3,5,3,0,0,0,0,0,0,0,0,12,33,194,932,330,0.91,1.13,9.49,0.84,True,False,False,,2014,63.33
17734645,E. Guigal Côte-Rôtie Brune & Blonde de Guigal 2015,False,7772,Côte-Rôtie Brune & Blonde de Guigal,Red,False,693,France,1314,0.94,2.74,32.35,1.48,1.05,"Dark ruby red in colour. On the  nose spices, red berries and delicate oak aromas. On the palate a wine with round and soft tannins. Harmony between an imperceptible acidity, tannins giving it a good watch but softened by a long oak aging.",13.0,70,5,3,0,0,0,0,0,0,0,0,9,17,197,993,279,0.66,1.66,14.55,0.84,True,True,True,,2015,42.5
130332990,Two Hands Angels' Share Shiraz 2016,,6168,Angels' Share Shiraz,Red,False,426,Australie,1369,0.94,3.12,17.11,2.2,1.6,"Deep dark red with purple hue. Classic McLaren Vale blue fruit profile with notes of mocha, juniper, pipe smoke and fresh clay. Lovely plump richly-fruited entry, rubber-stamped with notes of simmering plums, mulberry and fruitcake. Turns rather savoury through the mid-palate with hints of dutch licorice, rosemary blossom and boot polish. ",14.8,226,5,3,0,0,0,0,0,0,0,0,3,19,311,982,174,1.9,5.25,20.06,2.65,True,False,False,,2016,20.0
15063,Château Pontet-Canet Pauillac (Grand Cru Classé) 2005,,14362,Pauillac (Grand Cru Classé),Red,False,393,France,1309,0.24,5.45,33.33,0.47,0.31,"Very intense colour. Very intense nose, marked by notes of cherry, blackberry and redcurrant with traces of vanilla, liquorice and cedar. The attack is full to the palate. The tannins of great smoothness reveal a fine elegance. The finish, with no trace of aggressiveness, is marked by a good length.",13.0,264,4,3,0,0,0,0,0,0,0,0,5,8,69,832,577,0.07,2.44,2.26,0.08,,,,,2005,190.0
2734186,Château Carbonnieux Pessac-Léognan 2011,,1645929,Pessac-Léognan,Red,False,471,France,1710,1.97,7.09,22.22,2.73,2.03,"Medium red color. Aromas of blackcurrant, leaves, bush and earth. On the palate it has notes of fresh blackcurrant, bush and green pepper first, more dried leaves on the midpalate where tobacco and cigar box come along. Scorched earth on the finish.",12.5,261,4,3,0,0,0,0,0,0,0,0,11,36,372,889,168,3.8,12.39,17.36,4.16,,,,,2011,48.08
6723047,Punica Barrua 2014,False,1127516,Barrua,Red,False,2894,Italie,4773,1.06,0.75,33.33,1.26,0.88,"Lively, deep ruby red nature’s gift of color. Complex scents of mature red fruits such as mainly black cherry, spices, with notes of liquorice and hints of myrtle. It is an elegant wine.",14.0,208,4,3,0,0,0,0,0,0,0,0,11,19,192,1012,261,0.91,0.55,9.59,0.84,True,False,False,,2014,42.5
141683588,Protos 27 Ribera del Duero 2016,,1224334,27 Ribera del Duero,Red,False,405,Espagne,4848,0.97,1.97,15.0,1.5,1.07,,14.5,180,5,3,0,0,0,0,0,0,0,0,4,14,252,1007,231,1.35,2.58,8.51,1.55,True,False,False,,2016,21.95
3056234,Château Carbonnieux Pessac-Léognan 2012,,1645929,Pessac-Léognan,Red,False,471,France,1710,1.97,7.09,22.22,2.73,2.03,"Medium red color. Aromas of blackcurrant, leaves, bush and earth. On the palate it has notes of fresh blackcurrant, bush and green pepper first, more dried leaves on the midpalate where tobacco and cigar box come along. Scorched earth on the finish.",12.5,261,4,3,0,0,0,0,0,0,0,0,8,37,311,938,184,2.33,7.94,10.57,2.65,,,,,2012,39.25
1216095,Château Lascombes Margaux (Grand Cru Classé) 2005,,80045,Margaux (Grand Cru Classé),Red,False,384,France,11272,0.55,3.2,14.29,0.96,0.66,"This wine exhibits a deep blue/purple hue along with a sweet perfume of blueberries, black raspberries, cherries, incense, smoke, and spring flowers. While opulent, underneath the full-bodied richness of fruit and depth, is a structured wine.",13.5,263,4,3,0,0,0,0,0,0,0,0,10,10,110,859,488,0.15,1.27,1.22,0.19,,,,,2005,149.01
1427011,Château Haut-Marbuzet Saint-Estèphe 2011,,68514,Saint-Estèphe,Red,False,456,France,1808,0.85,1.43,50.0,1.36,0.96,,13.5,276,4,3,0,0,0,0,0,0,0,0,11,19,241,951,254,1.29,2.79,20.83,1.55,,,,,2011,50.0
2345763,Muga Prado Enea Gran Reserva 2011,False,1126125,Prado Enea Gran Reserva,Red,False,492,Espagne,1467,0.3,0.45,14.29,0.52,0.34,"Garnet colour with good robe and slight brick-red hues around the edge. In the nose aromas of spices and chocolate, wrapped up in fruit which is almost like a liqueur. A powerful attack in the mouth, balanced and yet syrupy smooth. With a very long and honest aftertaste.",14.0,190,4,3,0,0,0,0,0,0,0,0,8,16,122,1016,344,0.37,0.44,4.74,0.42,True,False,True,,2011,58.33
1905168,Casanova di Neri Tenuta Nuova Brunello di Montalcino 2013,,9712,Tenuta Nuova Brunello di Montalcino,Red,False,1796,Italie,1446,0.08,0.16,15.38,0.15,0.09,"To the nose it has balsamic and red fruit notes, while in the mouth it shows itself with ripen and silky tannins which are supported by a vibrant finish.",14.51,22,5,3,0,0,0,0,0,0,0,0,9,5,74,916,487,0.07,0.16,6.39,0.08,True,,,,2013,100.0
6987020,Allegrini La Grola 2014,,8187,La Grola,Red,False,3072,Italie,1499,3.75,3.42,23.53,3.95,3.03,"A full-bodied, intense and elegant wine. Deep ruby red in colour, it has a wide and embracing bouquet with scents of wild berries and juniper, tobacco and coffee essence. 

La Grola is the extraordinary result of the meeting of two great personalities: the hill of La Grola and the Valpolicella’s autochthonous grapes. The excellent exposure of the vineyards, which enjoy the sun’s warm rays and the cool breezes that come from nearby Lake Garda, allows the grapes to produce their very best. Careful, craftsman-like ageing in the cellar yields a red wine with great elegance, harmony and finesse that can evolve positively for over a decade.",13.74,130,4,3,0,0,0,0,0,0,0,0,10,42,431,845,140,4.6,4.73,22.3,4.16,True,False,False,,2014,27.5
2088489,Château Batailley Pauillac (Grand Cru Classé) 2012,,96193,Pauillac (Grand Cru Classé),Red,False,393,France,1275,0.85,8.42,50.0,1.37,0.96,,13.0,264,4,3,0,0,0,0,0,0,0,0,17,19,188,974,269,0.66,10.48,11.25,0.84,True,False,False,,2012,57.5
2229091,Château Phélan Ségur Saint-Estèphe 2012,,98166,Saint-Estèphe,Red,False,456,France,1609,1.95,4.29,20.0,2.71,2.01,,13.0,276,4,3,0,0,0,0,0,0,0,0,7,35,359,887,185,2.33,5.03,10.47,2.65,True,True,True,,2012,46.0
15972675,Domaine du Vieux Télégraphe Châteauneuf-du-Pape (La Crau) 2015,False,1135736,Châteauneuf-du-Pape (La Crau),Red,False,401,France,202572,0.29,2.16,16.67,0.55,0.37,"Deep ruby with some purple nuances, this wine is medium to full-bodied and reveals notes of licorice, pepper, Asian spices, black cherry, raspberry, and currant, as well as a relatively big, sweet palate impression with moderate tannin in the finish.",14.5,301,5,2,0,0,0,0,0,0,0,0,8,14,101,900,443,0.15,0.55,0.61,0.19,True,True,True,,2015,69.0
1829520,Château Phélan Ségur Saint-Estèphe 2010,,98166,Saint-Estèphe,Red,False,456,France,1609,1.95,4.29,20.0,2.71,2.01,,13.0,276,4,3,0,0,0,0,0,0,0,0,14,20,259,941,222,1.29,2.81,2.33,1.55,True,False,False,,2010,53.6
156483295,Feudi di San Gregorio Greco Di Tufo 2018,False,7666,Greco Di Tufo,White,False,1844,Italie,1402,7.48,4.82,33.33,4.57,5.99,"The perfume is intense and persistent. One can recall in the nose clear sensations of fruit. For the taste, one immediately preceives the broad acidity and the spicy minerality, typical of a vine cultivated in Tufo. Immediately following, there are soft notes of balsamic.",13.0,209,3,3,0,0,0,0,0,0,0,0,4,35,563,776,106,6.83,4.71,14.0,6.23,True,False,False,,2018,21.45
94985,Antinori Tignanello 2001,,1652,Tignanello,Red,False,394,Italie,1252,0.06,0.12,3.95,0.12,0.08,,13.5,292,3,2,0,0,0,0,0,0,0,0,7,4,78,687,680,0.07,0.16,3.27,0.08,,,,,2001,180.0
105383,Château Pichon Baron Pauillac (Grand Cru Classé) 2004,,79762,Pauillac (Grand Cru Classé),Red,False,393,France,11315,0.11,2.48,14.29,0.25,0.16,"A wine of great personality with fresh red-fruit and blackberry scents. It is quick to express itself on the palate, rolling out its assertive, powerful character and rich flesh. The finish is very long-lasting, with dense, precise tannins. A finely-balanced wine of substance with firm structure and body.",11.5,264,4,3,0,0,0,0,0,0,0,0,9,6,112,882,437,0.15,4.34,5.83,0.19,,,,,2004,155.4
2233503,Château Gloria Saint-Julien 2012,,86362,Saint-Julien,Red,False,399,France,1511,1.78,5.26,50.0,2.51,1.85,,13.0,265,4,3,0,0,0,0,0,0,0,0,11,25,315,894,207,2.33,12.23,27.27,2.65,True,True,True,,2012,41.0
107506109,Punica Montessu 2016,False,1126888,Montessu,Red,False,2894,Italie,4773,4.36,4.43,66.67,4.52,3.51,Deep ruby red in colour. Intensely fruity aroma with a liquorice finish to the nose. This is an elegant wine with a full mouth.,14.0,208,4,3,0,0,0,0,0,0,0,0,5,21,335,926,171,2.97,2.58,21.92,2.65,True,False,False,,2016,22.9
94813,Château Pichon Baron Pauillac (Grand Cru Classé) 2008,,79762,Pauillac (Grand Cru Classé),Red,False,393,France,11315,0.11,2.48,14.29,0.25,0.16,"A wine of great personality with fresh red-fruit and blackberry scents. It is quick to express itself on the palate, rolling out its assertive, powerful character and rich flesh. The finish is very long-lasting, with dense, precise tannins. A finely-balanced wine of substance with firm structure and body.",13.0,264,4,3,0,0,0,0,0,0,0,0,5,8,114,848,472,0.15,4.32,5.38,0.19,,,,,2008,165.0
1176397,Antinori Tenuta Tignanello 'Solaia' 2008,False,1651,Tenuta Tignanello 'Solaia',Red,False,394,Italie,1252,0.01,0.02,1.32,0.03,0.02,,13.5,292,3,2,0,0,0,0,0,0,0,0,9,7,59,548,818,0.02,0.05,0.9,0.03,,,,,2008,249.0
133729244,Two Hands Gnarly Dudes Shiraz 2016,,6169,Gnarly Dudes Shiraz,Red,False,397,Australie,1369,1.27,3.92,19.74,2.91,2.18,"Deep dark red, with flecks of magenta at the meniscus. Dark and alluring with notes of blackberries, bramble, roast meats, lavender and coal dust. Lovely density and weight, blackberry and plum cascade across the palate with notes of roast meats, pipe smoke and cedar playing a supporting role. ",14.2,226,5,3,0,0,0,0,0,0,0,0,6,18,295,928,194,1.9,5.25,20.2,2.65,,,,,2016,24.58
2412913,Château Sociando-Mallet Haut-Médoc 2007,False,1161268,Haut-Médoc,Red,False,427,France,1353,1.62,1.2,33.33,2.34,1.71,"Opaque black/purple colour, with notes of crushed rock, white flowers, graphite, blueberry and cassis, the wine is tight and needs to be coaxed from the glass. It is medium to full-bodied, with an excruciatingly tough-textured finish. ",13.0,262,4,3,0,0,0,0,0,0,0,0,8,27,339,900,164,3.8,2.94,23.87,4.16,True,True,True,,2007,42.0
