,Symbol,Stock Name,Country,Market Price,Day Price Range,PE Ratio,marketCap,Dividend Yield,52 Week Low Price Range Change,52 Week High Price Range Change,3 Month Average Daily Volume,52 Week Price Range,priceEpsCurrentYear
2,300352.SZ,,cn_market,4.74,4.53 - 4.75,215.45453,6872146432,0.00065934064,0.14492752,-0.5663312,27247193,4.14 - 10.93,
3,000931.SZ,,cn_market,7.79,7.17 - 7.79,370.9524,5866859008,,0.2707993,-0.36974108,5005630,6.13 - 12.36,
4,300336.SZ,,cn_market,3.03,2.83 - 3.06,,2442876928,0.0010563381,0.16091958,-0.596,17311963,2.61 - 7.5,
5,000711.SZ,,cn_market,3.01,2.82 - 3.01,,3081246720,,0.84662575,-0.3609342,9348400,1.63 - 4.71,
6,002102.SZ,,cn_market,1.67,1.59 - 1.67,13.149606,4398513152,,0.20143883,-0.29237288,15168965,1.39 - 2.36,
7,300217.SZ,,cn_market,3.18,3.04 - 3.19,,4049698560,0.003267974,0.43243244,-0.44112477,38576770,2.22 - 5.69,
8,300063.SZ,,cn_market,5.06,4.71 - 5.05,39.531246,3796022016,,0.34217507,-0.45824412,23206406,3.77 - 9.34,
9,600425.SS,,cn_market,3.66,3.45 - 3.7,22.181818,5046371328,,0.16932906,-0.4672489,18849927,3.13 - 6.87,
10,000633.SZ,,cn_market,6.04,5.57 - 6.1,201.33334,2326040064,,0.80298513,-0.26876515,30663120,3.35 - 8.26,
11,600333.SS,,cn_market,4.77,4.55 - 4.83,681.4285,2905077760,,0.32132968,-0.5305118,45733511,3.61 - 10.16,
12,002256.SZ,,cn_market,1.49,1.47 - 1.53,,2804790784,,1.1594203,-0.43984964,30262880,0.69 - 2.66,
13,300062.SZ,,cn_market,8.58,7.86 - 8.84,,2642639872,0.0025740026,0.7125748,-0.6433915,26420478,5.01 - 24.06,
14,000536.SZ,,cn_market,2.76,2.61 - 2.76,,7634243072,,1.2809917,-0.24383564,42938529,1.21 - 3.65,
15,300098.SZ,,cn_market,3.3,3.14 - 3.32,,5820738048,0.006309148,0.14186846,-0.6184971,34543703,2.89 - 8.65,
16,600257.SS,,cn_market,4.84,4.47 - 4.9,,2329187072,,0.39884397,-0.33969983,61261140,3.46 - 7.33,
17,601616.SS,,cn_market,3.03,3.0 - 3.1,14.497607,2834792192,0.017730497,0.15648858,-0.27684966,7489825,2.62 - 4.19,
18,600569.SS,,cn_market,2.34,2.25 - 2.34,,6721462784,0.021929825,0.20618549,-0.20408168,52109962,1.94 - 2.94,
19,000762.SZ,,cn_market,15.5,14.75 - 15.98,127.04918,8072694784,,1.3664122,-0.24647544,33541134,6.55 - 20.57,
20,002108.SZ,,cn_market,4.33,4.16 - 4.35,26.242422,6139593728,0.011904763,0.324159,-0.41486487,45039731,3.27 - 7.4,
21,002170.SZ,,cn_market,4.19,3.97 - 4.37,66.507935,3715955968,0.0014962592,0.228739,-0.20493357,18058742,3.41 - 5.27,
22,TLRY,Tilray,us_market,29.21,27.31 - 29.9,,4628499456,,11.020576,-0.5640299,41421486,2.43 - 67.0,-67.93023
23,300192.SZ,,cn_market,15.13,12.8 - 15.13,31.004099,4493958144,,0.29316244,-0.47428772,8649957,11.7 - 28.78,
24,002292.SZ,,cn_market,5.85,5.42 - 5.9,,7939385344,,0.1938775,-0.47344732,22495264,4.9 - 11.11,
0,002998.SZ,,cn_market,11.39,10.08 - 11.39,21.736643,3717673472,,0.62250715,-0.07398373,8171351,7.02 - 12.3,
1,002042.SZ,,cn_market,4.66,4.35 - 4.69,,7080310272,0.03248848,0.23607424,-0.43031788,20206782,3.77 - 8.18,
2,600189.SS,,cn_market,12.74,11.96 - 12.74,,9111622656,,3.3630135,-0.31394723,50308418,2.92 - 18.57,
3,AMGO.L,,gb_market,9.5,8.042 - 9.5,,45156732,0.0,0.9636214,-0.8269581,12471492,4.838 - 54.9,
4,002510.SZ,,cn_market,4.29,4.16 - 4.34,,4079815680,0.0070588235,0.12598425,-0.45969775,76384276,3.81 - 7.94,
5,300370.SZ,,cn_market,2.28,2.12 - 2.28,,2182292736,,0.19371729,-0.55899423,23590050,1.91 - 5.17,
6,600405.SS,,cn_market,5.07,4.77 - 5.1,174.82759,2824720128,,0.14189191,-0.43666664,34236101,4.44 - 9.0,
7,601339.SS,,cn_market,4.43,4.26 - 4.53,36.61157,6644999680,0.015277777,0.37577632,-0.19600733,8810089,3.22 - 5.51,
8,002581.SZ,,cn_market,11.63,10.67 - 11.67,,7672729600,,0.42524514,-0.65894425,19570791,8.16 - 34.1,
9,002366.SZ,,cn_market,2.52,2.29 - 2.52,,2184983808,0.017030569,0.20574167,-0.61408883,24371944,2.09 - 6.53,
10,002160.SZ,,cn_market,3.77,3.57 - 3.81,,2999344128,,0.16718265,-0.5215736,47784606,3.23 - 7.88,
11,300194.SZ,,cn_market,4.42,4.19 - 4.45,20.18265,5258518016,0.011876484,0.13917525,-0.42222223,30030935,3.88 - 7.65,
12,600604.SS,,cn_market,6.19,5.61 - 6.22,47.9845,9738293248,0.0021238937,0.2042802,-0.45938864,8872481,5.14 - 11.45,
13,002697.SZ,,cn_market,6.38,6.05 - 6.42,16.789474,8676800512,0.014309211,0.11733802,-0.5274074,14880549,5.71 - 13.5,
14,600127.SS,,cn_market,9.22,8.73 - 9.29,,5917239296,,1.2163463,-0.43711838,28727784,4.16 - 16.38,
15,002097.SZ,,cn_market,8.26,7.85 - 8.27,15.100549,8982750208,0.012738854,0.51282054,-0.17399998,15272693,5.46 - 10.0,
16,300292.SZ,,cn_market,3.36,3.19 - 3.36,197.64705,4283495936,,0.123745784,-0.5416098,22422146,2.99 - 7.33,
17,603936.SS,,cn_market,12.65,11.46 - 12.65,25.401606,6464301568,0.0043478264,0.25247517,-0.32533336,8534318,10.1 - 18.75,
18,000158.SZ,,cn_market,5.64,5.3 - 5.66,940.0,9016216576,,0.18987344,-0.6134339,17956237,4.74 - 14.59,
19,002681.SZ,,cn_market,5.07,4.9 - 5.07,,9251077120,,1.0280001,-0.25877193,18492458,2.5 - 6.84,
20,002285.SZ,,cn_market,4.35,4.15 - 4.41,,8846072832,0.0009592326,0.72619045,-0.42000002,22735803,2.52 - 7.5,
21,002149.SZ,,cn_market,14.24,13.56 - 14.66,107.067665,6952167424,0.0068775793,1.2425197,-0.30127573,41170819,6.35 - 20.38,
22,000558.SZ,,cn_market,2.98,2.84 - 3.05,60.81633,3841875456,,0.22633742,-0.23393318,18577536,2.43 - 3.89,
23,600210.SS,,cn_market,4.9,4.78 - 4.91,14.080461,7432026112,0.041493773,0.25,-0.165247,12616001,3.92 - 5.87,
24,000428.SZ,,cn_market,2.76,2.64 - 2.81,,2812246784,,0.266055,-0.34285712,10330020,2.18 - 4.2,
0,600880.SS,,cn_market,4.1,3.93 - 4.11,68.333336,4482653184,0.005037783,0.19533522,-0.25589842,9845413,3.43 - 5.51,
1,600868.SS,,cn_market,2.95,2.86 - 2.96,163.8889,5599542784,0.0035460994,0.11320753,-0.28048778,25697375,2.65 - 4.1,
2,600326.SS,,cn_market,7.05,6.67 - 7.1,21.493902,6475629568,0.012012012,0.16336638,-0.42682925,9982587,6.06 - 12.3,
3,600975.SS,,cn_market,8.04,7.56 - 8.14,14.230088,5247514624,0.003952569,0.10439557,-0.37915057,19553843,7.28 - 12.95,
4,600467.SS,,cn_market,2.65,2.54 - 2.66,57.608696,3871623424,0.0054687504,0.23255813,-0.26997244,54540061,2.15 - 3.63,
5,600162.SS,,cn_market,1.78,1.71 - 1.79,39.555553,6044488704,0.038728323,0.09876541,-0.26141083,8719585,1.62 - 2.41,
6,300337.SZ,,cn_market,5.04,4.77 - 5.04,48.0,4142476800,0.002079002,0.7319587,-0.53761464,30327533,2.91 - 10.9,
7,000620.SZ,,cn_market,2.08,1.95 - 2.11,,3945115136,0.10050251,0.10638294,-0.5315316,10659908,1.88 - 4.44,
8,300135.SZ,,cn_market,2.35,2.18 - 2.35,587.49994,2165760000,0.00456621,0.16915418,-0.54894435,21089907,2.01 - 5.21,
9,300197.SZ,,cn_market,3.12,3.0 - 3.14,,8807354368,0.0049342103,0.26315784,-0.4,22104976,2.47 - 5.2,
10,002526.SZ,,cn_market,2.13,2.02 - 2.14,17.89916,3797342976,0.004901961,0.121052705,-0.3238095,20836392,1.9 - 3.15,
11,002031.SZ,,cn_market,1.76,1.68 - 1.76,,3870943744,0.0005952381,0.121019065,-0.33584908,20325865,1.57 - 2.65,
12,002516.SZ,,cn_market,3.27,3.18 - 3.38,23.52518,4809647104,0.08143323,0.16785716,-0.26681614,10731517,2.8 - 4.46,
13,600255.SS,,cn_market,1.93,1.86 - 1.96,,3415308544,,1.297619,-0.106481545,27752222,0.84 - 2.16,
14,MARA,Marathon Patent,us_market,43.27,42.18 - 46.39,,4064987392,,122.62858,-0.124266334,41600746,0.35 - 49.41,-288.46664
15,NNDM,Nano Dimension,us_market,13.87,13.61 - 14.59,,3451161088,,26.196077,-0.22470652,33936553,0.51 - 17.89,-12.842592
16,600495.SS,,cn_market,3.92,3.75 - 3.98,130.66667,4736104960,0.0052770446,0.088888936,-0.2432432,24680686,3.6 - 5.18,
17,002455.SZ,,cn_market,5.9,5.65 - 5.91,101.724144,3050376704,0.023767607,0.32286996,-0.1019787,24137884,4.46 - 6.57,
18,002548.SZ,,cn_market,7.92,7.36 - 7.98,10.645161,5473219072,0.00202977,0.29836068,-0.37391302,22470370,6.1 - 12.65,
19,000912.SZ,,cn_market,4.35,4.17 - 4.43,27.1875,6820800000,,0.2150838,-0.18691589,6940767,3.58 - 5.35,
20,000861.SZ,,cn_market,2.26,2.19 - 2.29,29.350649,5255629824,0.004504504,0.17708336,-0.4527845,38149691,1.92 - 4.13,
21,ALBA.L,,gb_market,0.34,0.32 - 0.36,,21174622,,7.5000005,-0.4137931,65335050,0.04 - 0.58,
22,600773.SS,,cn_market,8.74,8.35 - 8.88,67.23077,7163836928,0.0016910936,0.6775431,-0.120724335,28325880,5.21 - 9.94,
23,000813.SZ,,cn_market,3.93,3.75 - 3.96,36.728973,8809016320,,0.100840375,-0.4623803,28496716,3.57 - 7.31,
24,002442.SZ,,cn_market,4.46,4.28 - 4.47,131.17647,2140800000,0.023255814,0.1706037,-0.22837372,20187085,3.81 - 5.78,
0,002663.SZ,,cn_market,1.73,1.63 - 1.74,,3106889728,0.0018181818,0.20138885,-0.4290429,15181142,1.44 - 3.03,
1,SABR,Sabre,us_market,14.75,13.08 - 14.805,,4680130560,0.011006289,3.469697,-0.30653504,8761680,3.3 - 21.27,-11.5234375
2,600251.SS,,cn_market,6.2,5.93 - 6.24,19.375,4866020352,0.0022222223,0.1923077,-0.36540434,14179866,5.2 - 9.77,
3,300300.SZ,,cn_market,4.21,3.9 - 4.25,,2826581248,0.005154639,0.20285715,-0.6058053,13349507,3.5 - 10.68,
4,600360.SS,,cn_market,6.85,6.49 - 6.85,236.2069,6578020352,0.003816794,0.14932884,-0.40641248,55852124,5.96 - 11.54,
5,600336.SS,,cn_market,7.26,6.95 - 7.39,27.089552,5795389440,0.011331445,0.57826096,-0.36035243,49028027,4.6 - 11.35,
6,600217.SS,,cn_market,4.92,4.61 - 5.05,16.849316,6832207360,,0.11564632,-0.25567323,16365203,4.41 - 6.61,
7,002183.SZ,,cn_market,4.32,4.15 - 4.33,86.4,9170064384,0.0023752968,0.18356165,-0.36470586,15732994,3.65 - 6.8,
8,605006.SS,,cn_market,13.15,12.2 - 13.15,40.46154,6575000064,,1.3779384,0.0,12237855,5.53 - 13.15,
9,002118.SZ,,cn_market,2.73,2.63 - 2.74,,3496474880,,0.13749996,-0.5694006,29085928,2.4 - 6.34,
10,000078.SZ,,cn_market,3.31,3.16 - 3.33,118.21428,9105247232,0.006289308,0.1258503,-0.477918,18192122,2.94 - 6.34,
11,003000.SZ,,cn_market,16.1,16.04 - 17.1,46.666668,6440160768,0.0056116725,1.6744186,-0.23588037,7027589,6.02 - 21.07,
12,300477.SZ,,cn_market,4.62,4.32 - 4.63,,3848348928,0.003686636,0.15499997,-0.48609567,27783154,4.0 - 8.99,
13,600771.SS,,cn_market,18.88,18.24 - 19.09,449.5238,9288960000,,0.6445993,-0.13711153,17555932,11.48 - 21.88,
14,002699.SZ,,cn_market,5.17,4.67 - 5.17,2585.0,4702492672,,0.20232555,-0.4891304,15769815,4.3 - 10.12,
15,000040.SZ,,cn_market,2.55,2.43 - 2.55,,3791518464,0.030612245,0.16972472,-0.4137931,36892264,2.18 - 4.35,
16,000798.SZ,,cn_market,8.36,7.55 - 8.36,,2670643712,,0.6138996,-0.4411765,30637926,5.18 - 14.96,
17,002043.SZ,,cn_market,10.73,10.38 - 10.9,23.738937,8313131008,0.02299908,0.5664233,-0.26707655,15618981,6.85 - 14.64,
18,APHA,Aphria,us_market,20.25,18.91 - 20.57,67.72575,6388307968,,9.384615,-0.37287086,22793583,1.95 - 32.29,
19,600971.SS,,cn_market,5.42,5.11 - 5.43,7.9472146,6504000000,0.067961164,0.21252804,-0.24407253,37540090,4.47 - 7.17,
20,002392.SZ,,cn_market,4.6,4.32 - 4.6,11.4143915,5476253696,0.008064516,0.36498517,-0.31445605,14085902,3.37 - 6.71,
21,MRO,Marathon Oil,us_market,9.45,9.14 - 9.48,,7459744768,0.00877193,2.129139,-0.035714325,28389240,3.02 - 9.8,-7.56
22,300129.SZ,,cn_market,6.46,6.16 - 6.48,19.0,4645728768,0.016025642,0.7944445,-0.34282807,41831622,3.6 - 9.83,
23,002646.SZ,,cn_market,13.75,12.44 - 13.75,,6187500032,0.0023999999,0.54494387,-0.45887446,32556135,8.9 - 25.41,
24,300091.SZ,,cn_market,3.7,3.48 - 3.72,69.811325,5509891584,0.002840909,0.15625,-0.48396096,26806750,3.2 - 7.17,
0,000008.SZ,,cn_market,2.39,2.29 - 2.41,140.58823,6646112256,0.0043668123,0.11162791,-0.36436167,18423141,2.15 - 3.76,
1,002015.SZ,,cn_market,6.58,6.43 - 6.6,26.32,8899186688,,0.31599998,-0.15096775,14827532,5.0 - 7.75,
2,300082.SZ,,cn_market,12.06,11.5 - 12.1,20.475384,8201981952,0.029849498,1.0686108,-0.323991,29963022,5.83 - 17.84,
3,002630.SZ,,cn_market,2.02,1.9 - 2.05,126.24999,2385216000,,0.16091952,-0.3647799,36867096,1.74 - 3.18,
4,300511.SZ,,cn_market,11.43,10.13 - 11.5,15.8529825,5052620288,0.011572701,0.6008404,-0.4446064,10023282,7.14 - 20.58,
5,000936.SZ,,cn_market,6.69,6.29 - 6.72,,5927427072,0.008,0.1338983,-0.52720845,20661568,5.9 - 14.15,
6,002717.SZ,,cn_market,3.02,2.86 - 3.07,50.333336,4616855552,0.0076388884,0.1396226,-0.47386757,11868826,2.65 - 5.74,
7,002413.SZ,,cn_market,6.45,6.18 - 6.45,46.071426,7106932224,,0.10256409,-0.45569623,32127743,5.85 - 11.85,
8,601515.SS,,cn_market,5.92,5.71 - 6.0,28.325357,7899707392,0.026833631,0.14951456,-0.27980536,9363348,5.15 - 8.22,
9,603366.SS,,cn_market,4.67,4.47 - 4.71,34.087593,3736000000,0.013686533,0.10141517,-0.38145697,17237250,4.24 - 7.55,
10,002411.SZ,,cn_market,4.37,4.12 - 4.42,,6696063488,,0.17789753,-0.6939776,15118995,3.71 - 14.28,
11,000616.SZ,,cn_market,2.32,2.22 - 2.33,2319.9998,3318133504,,0.11004786,-0.3643836,19231098,2.09 - 3.65,
12,600410.SS,,cn_market,7.38,7.07 - 7.43,410.00003,8108701184,0.0042075734,0.118181854,-0.56485844,16437421,6.6 - 16.96,
13,600093.SS,,cn_market,8.13,7.75 - 8.16,25.015387,9125519360,,0.20266269,-0.48017904,9841634,6.76 - 15.64,
14,300419.SZ,,cn_market,6.4,6.01 - 6.43,,2353625600,,0.26984128,-0.6059114,35834212,5.04 - 16.24,
15,BNGO,Bionano Genomics,us_market,13.57,13.23 - 14.35,,3688733184,,53.28,-0.1351179,87086028,0.25 - 15.69,-33.925
16,000796.SZ,,cn_market,9.66,9.02 - 9.68,,7756979712,,0.5530547,-0.6073171,10872455,6.22 - 24.6,
17,000560.SZ,,cn_market,3.86,3.72 - 3.89,20.864864,9092230144,0.01861702,0.28666663,-0.28518522,24589759,3.0 - 5.4,
18,300364.SZ,,cn_market,7.59,7.33 - 7.65,,5520168960,,1.371875,-0.33653843,28523264,3.2 - 11.44,
19,002565.SZ,,cn_market,4.44,4.35 - 4.46,,4707110400,0.0,0.13554986,-0.32317072,23530473,3.91 - 6.56,
20,BB,BlackBerry,us_market,10.9,10.62 - 11.19,,6099618304,,3.037037,-0.62113315,57291520,2.7 - 28.77,60.55555
21,002517.SZ,,cn_market,4.4,4.27 - 4.42,,9471087616,,0.87234056,-0.41255003,23047673,2.35 - 7.49,
22,KGC,Kinross Gold,us_market,6.54,6.5 - 6.77,6.1698117,8215286272,0.0089552235,1.4044117,-0.36627907,18841203,2.72 - 10.32,8.493506
23,000652.SZ,,cn_market,4.21,4.05 - 4.22,18.878923,6212149760,0.00982801,0.07948716,-0.7132153,30309178,3.9 - 14.68,
24,002437.SZ,,cn_market,2.76,2.69 - 2.78,,6066810880,0.0044444446,0.14999995,-0.39340663,27062802,2.4 - 4.55,
0,300465.SZ,,cn_market,9.04,8.58 - 9.1,34.903473,4038728192,0.005125285,0.21017405,-0.5775701,10833349,7.47 - 21.4,
1,300299.SZ,,cn_market,6.46,6.08 - 6.48,,4465346048,0.001642036,0.4782609,-0.5186289,17947099,4.37 - 13.42,
2,002641.SZ,,cn_market,6.49,6.36 - 6.52,9.365079,8017615872,0.020597015,0.27005863,-0.32676354,12136331,5.11 - 9.64,
3,300053.SZ,,cn_market,9.9,9.32 - 9.98,,6951364096,0.0020811656,0.18421052,-0.36005175,12333750,8.36 - 15.47,
4,002154.SZ,,cn_market,3.32,3.19 - 3.34,13.833333,4042465024,0.03125,0.23880592,-0.2703297,18190444,2.68 - 4.55,
5,603686.SS,,cn_market,17.75,16.7 - 17.85,18.317854,7377893888,0.01183432,0.4222757,-0.4043624,11902334,12.48 - 29.8,
6,600537.SS,,cn_market,4.07,3.95 - 4.1,,4787785216,0.0050251256,0.56538475,-0.32166663,42832503,2.6 - 6.0,
7,002006.SZ,,cn_market,6.75,6.57 - 6.83,,3072329984,,0.70454544,-0.06767953,20652030,3.96 - 7.24,
8,300086.SZ,,cn_market,5.68,5.42 - 5.69,,2556000000,0.02814259,0.25386304,-0.3970276,8994423,4.53 - 9.42,
9,600172.SS,,cn_market,2.91,2.71 - 2.91,,4196743936,,0.20247933,-0.33103445,21787928,2.42 - 4.35,
10,300117.SZ,,cn_market,3.49,3.28 - 3.53,,2501492480,0.0009090909,0.34230775,-0.45975232,30241003,2.6 - 6.46,
11,600793.SS,,cn_market,12.4,11.55 - 12.54,,2193609472,,0.6062176,-0.4167451,10732611,7.72 - 21.26,
12,600382.SS,,cn_market,6.08,5.83 - 6.11,12.8270035,4796718592,0.007783418,0.36041325,-0.17503391,40503013,4.46923 - 7.37,
13,600330.SS,,cn_market,9.55,9.28 - 9.56,26.601671,9517205504,0.0053418805,0.30821916,-0.27321157,35971847,7.3 - 13.14,
14,300317.SZ,,cn_market,6.06,5.76 - 6.09,,4995161088,,1.1642858,-0.4288407,41962640,2.8 - 10.61,
15,BPC.L,,gb_market,0.57,0.55 - 0.65,,26810234,,42.846153,-0.90040183,58056734,0.013 - 5.723,
16,002618.SZ,,cn_market,4.66,4.35 - 4.68,,2553307136,0.0006802721,0.16209465,-0.6970091,32199830,4.01 - 15.38,
17,AUY,Yamana Gold,us_market,4.4,4.36 - 4.57,20.952381,4227110912,0.016071428,0.9730942,-0.37321937,15333351,2.23 - 7.02,36.666668
18,300079.SZ,,cn_market,4.02,3.87 - 4.03,121.818184,5744620544,0.0025706938,0.11977718,-0.44166666,17723320,3.59 - 7.2,
19,000572.SZ,,cn_market,2.97,2.91 - 3.05,92.8125,4884580864,,0.77844316,-0.2556391,23485103,1.67 - 3.99,
20,300145.SZ,,cn_market,2.96,2.86 - 2.97,,5693382656,0.008710802,0.18400002,-0.45688072,23544628,2.5 - 5.45,
21,300140.SZ,,cn_market,5.36,4.74 - 5.53,,2290027776,,0.29156625,-0.646671,8761839,4.15 - 15.17,
22,002358.SZ,,cn_market,3.55,3.38 - 3.56,,3300637184,0.029411765,0.16393442,-0.5551379,14871009,3.05 - 7.98,
23,600220.SS,,cn_market,2.31,2.24 - 2.34,,4119515392,0.010917031,0.13235293,-0.3284884,25381284,2.04 - 3.44,
24,CLF,Cleveland-Cliffs,us_market,17.02,16.72 - 17.32,,8490290688,0.007228915,5.4714828,-0.09323388,14945560,2.63 - 18.77,-100.117645
0,601038.SS,,cn_market,8.86,8.12 - 8.97,18.613443,9955538944,,0.6079854,-0.40814966,8511652,5.51 - 14.97,
1,002288.SZ,,cn_market,8.04,7.62 - 8.12,,7490418176,,1.01,-0.26102942,36305466,4.0 - 10.88,
2,300111.SZ,,cn_market,2.91,2.73 - 2.92,,3258618368,,0.3472222,-0.56108594,17702963,2.16 - 6.63,
3,600139.SS,,cn_market,3.11,2.95 - 3.13,,2058477824,,0.19615385,-0.39138946,32713712,2.6 - 5.11,
4,NCLH,Norwegian Cruise Line,us_market,26.85,25.51 - 26.985,,8474826752,,2.8193455,-0.39865622,19344743,7.03 - 44.65,-3.173759
5,600163.SS,,cn_market,4.46,4.22 - 4.48,17.354086,7534278144,,0.47194722,-0.03671708,17845116,3.03 - 4.63,
6,600379.SS,,cn_market,7.34,7.11 - 7.4,62.203392,2423682560,0.010555555,0.44204322,-0.16780041,15719171,5.09 - 8.82,
7,300276.SZ,,cn_market,3.44,3.24 - 3.44,31.272728,4923225088,0.01723077,0.18620688,-0.5555555,15375363,2.9 - 7.74,
8,300415.SZ,,cn_market,17.92,17.8 - 18.89,33.246754,7805952000,0.0052301255,1.8489666,-0.06471815,11834631,6.29 - 19.16,
9,002219.SZ,,cn_market,1.88,1.76 - 1.88,,3506651392,,0.9583334,-0.33802816,14868506,0.96 - 2.84,
10,600343.SS,,cn_market,10.12,9.65 - 10.24,,6458644992,0.005202914,0.33509234,-0.20689657,19159644,7.58 - 12.76,
11,002196.SZ,,cn_market,7.23,7.09 - 7.37,,3388664832,,0.5717392,-0.24372388,33297208,4.6 - 9.56,
12,300247.SZ,,cn_market,2.9,2.79 - 2.93,,2331716096,,0.25541133,-0.44230765,17169755,2.31 - 5.2,
13,000949.SZ,,cn_market,4.15,3.47 - 3.77,96.51163,5219289088,0.0026525198,0.39261746,-0.23290199,15922347,2.98 - 5.41,
14,300318.SZ,,cn_market,9.69,9.08 - 9.71,2422.4998,7915760128,,1.3462468,-0.5928571,32461431,4.13 - 23.8,
15,002524.SZ,,cn_market,11.77,11.66 - 12.08,,6087915008,,0.6234483,-0.3755968,21805246,7.25 - 18.85,
16,000795.SZ,,cn_market,5.28,5.12 - 5.28,39.11111,5985830400,,0.1330473,-0.27572012,21515013,4.66 - 7.29,
17,002738.SZ,,cn_market,29.0,27.77 - 29.4,70.55961,9186272256,0.00168976,1.0923522,-0.20504385,21462429,13.86 - 36.48,
18,002012.SZ,,cn_market,6.02,5.83 - 6.03,39.86755,2815102464,0.0035714284,0.15992291,-0.2015915,10383299,5.19 - 7.54,
19,600986.SS,,cn_market,4.0,3.88 - 4.01,,5298200064,0.0025316456,0.13636364,-0.36102238,16945804,3.52 - 6.26,
20,600478.SS,,cn_market,3.92,3.76 - 3.92,,6480857600,,0.17014931,-0.25333333,36671534,3.35 - 5.25,
21,002537.SZ,,cn_market,5.88,5.71 - 5.88,,7278499328,0.008747856,0.23789476,-0.39692307,29821228,4.75 - 9.75,
22,300339.SZ,,cn_market,8.8,8.43 - 8.81,,7008416768,,0.11533591,-0.4340836,15930721,7.89 - 15.55,
23,600601.SS,,cn_market,3.63,3.43 - 3.63,,7967451136,0.0028901733,0.16346161,-0.3899159,22603897,3.12 - 5.95,
24,000882.SZ,,cn_market,1.73,1.67 - 1.74,,4735615488,0.0029761905,0.09493669,-0.2575107,15305190,1.58 - 2.33,
0,002277.SZ,,cn_market,3.37,3.19 - 3.39,29.304346,4698352640,0.007836991,0.15410952,-0.40353987,10161484,2.92 - 5.65,
1,300232.SZ,,cn_market,8.92,8.47 - 8.95,29.932886,8761705472,0.0017543859,0.13630575,-0.3079907,16195270,7.85 - 12.89,
2,300283.SZ,,cn_market,5.38,5.08 - 5.44,89.66667,2351517184,0.0025540276,0.41207355,-0.45656562,22958988,3.81 - 9.9,
3,DBX,Dropbox,us_market,23.455,22.89 - 24.1499,,9701386240,,0.61202747,-0.087354116,7335183,14.55 - 25.7,22.771845
4,300311.SZ,,cn_market,5.64,5.37 - 5.64,,3799273216,0.005555555,0.15337424,-0.5361842,15768618,4.89 - 12.16,
5,603222.SS,,cn_market,9.91,9.23 - 10.05,49.55,3171200000,0.0051282053,0.15098725,-0.82765216,13517685,8.61 - 57.5,
6,002379.SZ,,cn_market,2.91,2.78 - 2.94,,2695824128,,0.15476194,-0.32325584,23106382,2.52 - 4.3,
7,002596.SZ,,cn_market,5.3,5.06 - 5.34,,6082174464,0.0015717093,0.113445364,-0.45191312,15813341,4.76 - 9.67,
8,600239.SS,,cn_market,2.22,2.11 - 2.24,,3564631808,0.043192487,0.10447763,-0.5873606,22746425,2.01 - 5.38,
9,002182.SZ,,cn_market,12.28,11.97 - 12.35,14.050343,7938074112,0.012355848,0.5524652,-0.15947981,23642980,7.91 - 14.61,
10,000889.SZ,,cn_market,5.46,5.33 - 5.53,,5112148992,0.006896551,0.13278005,-0.4814111,12703976,4.82 - 10.528571,
11,600227.SS,,cn_market,2.81,2.68 - 2.85,936.6666,4757694976,,0.18067218,-0.24054056,9406819,2.38 - 3.7,
12,300333.SZ,,cn_market,7.4,7.13 - 7.45,1233.3334,2486400000,0.008415147,0.13846156,-0.53164554,11505542,6.5 - 15.8,
13,603612.SS,,cn_market,17.19,16.65 - 17.39,39.336384,7453240320,0.0037170262,0.7259037,-0.09905657,15340968,9.96 - 19.08,
14,300239.SZ,,cn_market,5.5,5.26 - 5.5,127.906975,2869954816,0.005628518,0.32530117,-0.44162437,20843172,4.15 - 9.85,
15,600207.SS,,cn_market,6.51,6.27 - 6.55,103.333336,5617843712,,0.7041886,-0.13660474,18598574,3.82 - 7.54,
16,603979.SS,,cn_market,14.12,13.09 - 14.33,23.533333,8237721088,0.006015037,0.86279684,-0.042711873,10518627,7.58 - 14.75,
17,002228.SZ,,cn_market,3.91,3.75 - 3.93,15.894309,4843004416,0.026666667,0.19571869,-0.3713826,17687892,3.27 - 6.22,
18,601101.SS,,cn_market,3.56,3.41 - 3.59,,4272000000,0.020289855,0.11598742,-0.32575762,21294111,3.19 - 5.28,
19,002218.SZ,,cn_market,4.44,4.27 - 4.46,37.627117,5489349632,0.0057603684,0.45098042,-0.22916669,40794503,3.06 - 5.76,
20,600758.SS,,cn_market,2.77,2.66 - 2.78,,3661995264,0.0022140222,0.11693547,-0.34669808,28948653,2.48 - 4.24,
21,002467.SZ,,cn_market,5.87,5.72 - 5.88,16.628895,7997699072,0.008710802,0.087037,-0.3885417,17425582,5.4 - 9.6,
22,600509.SS,,cn_market,4.7,4.46 - 4.74,,5411674112,0.0035010942,0.6262975,-0.26332292,46766231,2.89 - 6.38,
23,300057.SZ,,cn_market,4.71,4.61 - 4.89,32.93706,3177201152,0.011286682,0.19543147,-0.38269988,9068861,3.94 - 7.63,
24,300393.SZ,,cn_market,9.38,9.18 - 9.43,23.928572,7300500992,0.020770878,0.48888886,-0.3504155,41159242,6.3 - 14.44,
0,OPK,OPKO Health,us_market,4.81,4.66 - 5.33,100.20833,3222868224,,3.294643,-0.25656876,8403848,1.12 - 6.47,25.31579
