backmarketid,price,stockraw,pressurestocklimit,warranty,slug,state_value,state_label,title,price_new,merchant_slug,objectid,brand,warranty,size,storage,memory,model,processor_speed,processor_type,storage_type,date_release,keyboard_type_language,highlightresult_title_value
387642,899.0,5,20,12,dell-precision-7510-15-core-i7-27-ghz-ssd-512-go-32-go-azerty-francais-pas-cher/387642.html#?l=4,4,Stallone,"Dell Precision 7510 15"" Core i7 2,7 GHz - SSD 512 Go - 32 Go AZERTY - Français",1199.0,dell-precision-7510-15-core-i7-27-ghz-ssd-512-go-32-go-azerty-francais-pas-cher/boutique-26/387642.html,1280965,Dell,12.0,"15,6",512,32,Precision 7510,"2,7",Intel Core i7,SSD,2016,AZERTY - Français,"Dell Precision 7510 15"" Core i7 2,7 GHz - SSD 512 Go - 32 Go AZERTY - Français"
399276,1150.0,1,20,12,lenovo-thinkpad-p50-15-core-i7-27-ghz-ssd-750-go-hdd-1-to-16-go-azerty-francais-pas-cher/399276.html#?l=1,1,Très bon état,"Lenovo ThinkPad P50 15"" Core i7 2,7 GHz - SSD 750 Go + HDD 1 To - 16 Go AZERTY - Français",2200.0,lenovo-thinkpad-p50-15-core-i7-27-ghz-ssd-750-go-hdd-1-to-16-go-azerty-francais-pas-cher/boutique-1093/399276.html,1212079,Lenovo,12.0,"15,6",1750,16,ThinkPad P50,"2,7",Intel Core i7,HDD + SSD,2016,AZERTY - Français,"Lenovo ThinkPad P50 15"" Core i7 2,7 GHz - SSD 750 Go + HDD 1 To - 16 Go AZERTY - Français"
336950,1190.89,1,20,12,macbook-pro-15-retina-mi-2015-core-i7-25-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/336950.html#?l=3,3,État correct,"MacBook Pro   15"" Retina (Mi-2015) - Core i7 2,5 GHz  - SSD 256 Go - 16 Go AZERTY - Français",2499.0,macbook-pro-15-retina-mi-2015-core-i7-25-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-56/336950.html,1067778,Apple,12.0,"15,4",256,16,MacBook Pro,"2,5",Intel Core i7,SSD,Mi-2015,AZERTY - Français,"MacBook Pro   15"" Retina (Mi-2015) - Core i7 2,5 GHz  - SSD 256 Go - 16 Go AZERTY - Français"
251307,1200.0,1,20,12,macbook-pro-13-retina-debut-2015-core-i5-29-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/251307.html#?l=0,0,Comme neuf,"MacBook Pro 13"" Retina (Début 2015) - Core i5 2,9 GHz - SSD 512 Go - 16 Go AZERTY - Français",1599.0,macbook-pro-13-retina-debut-2015-core-i5-29-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-5211/251307.html,1300544,Apple,12.0,"13,3",512,16,MacBook Pro,"2,9",Intel Core i5,SSD,Début 2015,AZERTY - Français,"MacBook Pro 13"" Retina (Début 2015) - Core i5 2,9 GHz - SSD 512 Go - 16 Go AZERTY - Français"
332431,1379.0,4,20,12,imac-21-mi-2017-core-i5-3-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/332431.html#?l=3,3,État correct,"iMac 21""   (Mi-2017) Core i5 3 GHz  - HDD 1 To - 16 Go AZERTY - Français",1699.0,imac-21-mi-2017-core-i5-3-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/boutique-3210/332431.html,1205440,Apple,12.0,"21,5",1000,16,iMac,3,Intel Core i5,HDD,Mi-2017,AZERTY - Français,"iMac 21""   (Mi-2017) Core i5 3 GHz  - HDD 1 To - 16 Go AZERTY - Français"
43020,1820.0,2,20,12,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-29-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/43020.html#?l=4,4,Stallone,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 2,9 GHz - SSD 512 Go - 16 Go AZERTY - Français",3298.0,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-29-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-2492/43020.html,1332757,Apple,12.0,"15,4",512,16,MacBook Pro,"2,9",Intel Core i7,SSD,Mi-2017,AZERTY - Français,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 2,9 GHz - SSD 512 Go - 16 Go AZERTY - Français"
96821,1905.0,1,20,12,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-28-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/96821.html#?l=4,4,Stallone,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 2,8 GHz  - SSD 256 Go - 16 Go AZERTY - Français",2539.0,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-28-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-94/96821.html,851102,Apple,12.0,"15,4",256,16,MacBook Pro,"2,8",Intel Core i7,SSD,Mi-2017,AZERTY - Français,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 2,8 GHz  - SSD 256 Go - 16 Go AZERTY - Français"
388311,2783.0,4,20,24,imac-27-5k-debut-2019-core-i5-3-ghz-ssd-1-to-32-go-azerty-francais-pas-cher/388311.html#?l=0,0,Comme neuf,"iMac 27"" 5K (Début 2019) Core i5 3 GHz - SSD 1 To - 32 Go AZERTY - Français",3474.0,imac-27-5k-debut-2019-core-i5-3-ghz-ssd-1-to-32-go-azerty-francais-pas-cher/boutique-4740/388311.html,1162186,Apple,24.0,27,1024,32,iMac,3,Intel Core i5,SSD,Début 2019,AZERTY - Français,"iMac 27"" 5K (Début 2019) Core i5 3 GHz - SSD 1 To - 32 Go AZERTY - Français"
118481,93.0,29,20,12,lenovo-thincentre-m91p-sff-core-i5-2400-31-ghz-hdd-160-go-ram-4-go-pas-cher/118481.html#?l=3,3,État correct,"Lenovo THINCENTRE M91P SFF Core i5-2400 3,1 GHz - HDD 160 Go RAM 4 Go",765.0,lenovo-thincentre-m91p-sff-core-i5-2400-31-ghz-hdd-160-go-ram-4-go-pas-cher/boutique-730/118481.html,142254,,,,,,,,,,,,"Lenovo THINCENTRE M91P SFF Core i5-2400 3,1 GHz - HDD 160 Go RAM 4 Go"
241688,199.0,91,20,12,hp-pro-6300-sff-core-i5-i5-3470-32-ghz-ssd-240-go-ram-8-go-pas-cher/241688.html#?l=4,4,Stallone,"Hp Pro 6300 SFF Core i5 I5-3470 3,2 GHz - SSD 240 Go RAM 8 Go",509.9,hp-pro-6300-sff-core-i5-i5-3470-32-ghz-ssd-240-go-ram-8-go-pas-cher/boutique-26/241688.html,836309,,,,,,,,,,,,"Hp Pro 6300 SFF Core i5 I5-3470 3,2 GHz - SSD 240 Go RAM 8 Go"
40480,213.0,92,20,12,dell-latitude-e5500-15-core-2-duo-226-ghz-hdd-250-go-2-go-azerty-francais-pas-cher/40480.html#?l=4,4,Stallone,"Dell Latitude E5500 15"" Core 2 Duo 2,26 GHz  - HDD 250 Go - 2 Go AZERTY - Français",373.0,dell-latitude-e5500-15-core-2-duo-226-ghz-hdd-250-go-2-go-azerty-francais-pas-cher/boutique-26/40480.html,288626,DELL,12.0,"15,4",250,2,Latitude E5500,"2,26",Intel Core 2 Duo,HDD,,AZERTY - Français,"Dell Latitude E5500 15"" Core 2 Duo 2,26 GHz  - HDD 250 Go - 2 Go AZERTY - Français"
418640,279.0,2,20,12,asus-vivobook-e402ya-ga032ts-14-e2-15-ghz-hdd-64-go-4-go-azerty-francais-pas-cher/418640.html#?l=0,0,Comme neuf,"Asus VivoBook E402YA-GA032TS 14"" E2 1,5 GHz - HDD 64 Go - 4 Go AZERTY - Français",329.0,asus-vivobook-e402ya-ga032ts-14-e2-15-ghz-hdd-64-go-4-go-azerty-francais-pas-cher/boutique-192/418640.html,1337897,Asus,12.0,14,64,4,VivoBook E402YA-GA032TS,"1,5",Autre,eMMC,2019,AZERTY - Français,"Asus VivoBook E402YA-GA032TS 14"" E2 1,5 GHz - HDD 64 Go - 4 Go AZERTY - Français"
285605,309.0,30,20,12,hp-compaq-elite-8300-sff-core-i7-34-ghz-ssd-240-go-ram-8-go-pas-cher/285605.html#?l=0,0,Comme neuf,"Hp Compaq Elite 8300 SFF Core i7 3,4 GHz  - SSD 240 Go RAM 8 Go ",459.9,hp-compaq-elite-8300-sff-core-i7-34-ghz-ssd-240-go-ram-8-go-pas-cher/boutique-3986/285605.html,846974,,,,,,,,,,,,"Hp Compaq Elite 8300 SFF Core i7 3,4 GHz  - SSD 240 Go RAM 8 Go "
394684,319.0,1,20,12,hp-probook-430-g2-13-core-i3-21-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/394684.html#?l=3,3,État correct,"Hp ProBook 430 G2 13"" Core i3 2,1 GHz - SSD 256 Go - 8 Go AZERTY - Français",506.0,hp-probook-430-g2-13-core-i3-21-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-2210/394684.html,1345511,HP,12.0,"13,3",256,8,ProBook 430 G2,"2,1",Intel Core i3,SSD,2014,AZERTY - Français,"Hp ProBook 430 G2 13"" Core i3 2,1 GHz - SSD 256 Go - 8 Go AZERTY - Français"
418319,355.0,1,20,12,hp-elitebook-820-g2-12-core-i5-23-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/418319.html#?l=1,1,Très bon état,"Hp EliteBook 820 G2 12"" Core i5 2,3 GHz - HDD 500 Go - 8 Go AZERTY - Français",529.0,hp-elitebook-820-g2-12-core-i5-23-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-2682/418319.html,1264194,HP,12.0,"12,5",500,8,EliteBook 820 G2,"2,3",Intel Core i5,HDD,2014,AZERTY - Français,"Hp EliteBook 820 G2 12"" Core i5 2,3 GHz - HDD 500 Go - 8 Go AZERTY - Français"
317996,360.0,10,20,12,hp-elitebook-820-g2-12-core-i5-22-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/317996.html#?l=2,2,Bon état,"HP EliteBook 820 G2 12"" Core i5 2,2 GHz - SSD 240 Go - 8 Go AZERTY - Français",429.0,hp-elitebook-820-g2-12-core-i5-22-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/boutique-45/317996.html,1365770,HP,12.0,"12,5",240,8,HP EliteBook 820 G2,"2,2",Intel Core i5,SSD,2015,AZERTY - Français,"HP EliteBook 820 G2 12"" Core i5 2,2 GHz - SSD 240 Go - 8 Go AZERTY - Français"
406091,399.0,10,20,12,lenovo-thinkcentre-m710q-tiny-core-i5-22-ghz-ssd-256-go-ram-8-go-pas-cher/406091.html#?l=3,3,État correct,"Lenovo ThinkCentre M710Q Tiny Core i5 2,2 GHz - SSD 256 Go RAM 8 Go",699.0,lenovo-thinkcentre-m710q-tiny-core-i5-22-ghz-ssd-256-go-ram-8-go-pas-cher/boutique-6233/406091.html,1369122,,,,,,,,,,,,"Lenovo ThinkCentre M710Q Tiny Core i5 2,2 GHz - SSD 256 Go RAM 8 Go"
395950,424.0,100,20,12,dell-latitude-e7250-12-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/395950.html#?l=3,3,État correct,"Dell Latitude E7250 12"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français",1749.0,dell-latitude-e7250-12-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-26/395950.html,1232608,Dell,12.0,12,256,8,Latitude E7250,"2,3",Intel Core i5,SSD,2016,AZERTY - Français,"Dell Latitude E7250 12"" Core i5 2,3 GHz - SSD 256 Go - 8 Go AZERTY - Français"
403944,455.0,18,20,12,microsoft-surface-pro-4-12-core-i5-24-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/403944.html#?l=4,4,Stallone,"Microsoft Surface Pro 4 12"" Core i5 2,4 GHz - SSD 128 Go - 4 Go AZERTY - Français",569.0,microsoft-surface-pro-4-12-core-i5-24-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-5566/403944.html,1275313,Microsoft,12.0,"12,3",128,4,Surface Pro 4,"2,4",Intel Core i5,SSD,Octobre 2015,AZERTY - Français,"Microsoft Surface Pro 4 12"" Core i5 2,4 GHz - SSD 128 Go - 4 Go AZERTY - Français"
291389,455.0,3,20,12,hp-elitebook-820-g2-12-core-i5-22-ghz-ssd-500-go-8-go-azerty-francais-pas-cher/291389.html#?l=2,2,Bon état,"HP EliteBook 820 G2 12"" Core i5 2,2 GHz  - SSD 500 Go - 8 Go AZERTY - Français",565.0,hp-elitebook-820-g2-12-core-i5-22-ghz-ssd-500-go-8-go-azerty-francais-pas-cher/boutique-1033/291389.html,979247,HP,12.0,"12,5",500,8,EliteBook 820 G2,"2,2",Intel Core i5,SSD,Décembre 2014,AZERTY - Français,"HP EliteBook 820 G2 12"" Core i5 2,2 GHz  - SSD 500 Go - 8 Go AZERTY - Français"
83208,479.0,10,20,12,dell-latitude-e6320-13-core-i5-25-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/83208.html#?l=2,2,Bon état,"Dell Latitude E6320 13"" Core i5 2,5 GHz  - HDD 320 Go - 4 Go AZERTY - Français",499.0,dell-latitude-e6320-13-core-i5-25-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/boutique-6521/83208.html,1352307,Dell,12.0,"13,3",320,4,Latitude E6320,"2,5",Intel Core i5,HDD,2012,AZERTY - Français,"Dell Latitude E6320 13"" Core i5 2,5 GHz  - HDD 320 Go - 4 Go AZERTY - Français"
420625,497.0,3,20,12,dell-latitude-e7470-14-core-i5-24-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/420625.html#?l=2,2,Bon état,"Dell Latitude E7470 14"" Core i5 2,4 GHz - SSD 256 Go - 8 Go AZERTY - Français",1200.0,dell-latitude-e7470-14-core-i5-24-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-617/420625.html,1258696,Dell,12.0,14,256,8,Latitude E7470,"2,4",Intel Core i5,SSD,2015,AZERTY - Français,"Dell Latitude E7470 14"" Core i5 2,4 GHz - SSD 256 Go - 8 Go AZERTY - Français"
26288,569.0,20,20,12,macbook-air-13-mi-2013-core-i5-13-ghz-hdd-128-go-4-go-azerty-francais-pas-cher/26288.html#?l=4,4,Stallone,"MacBook Air 13"" (Mi-2013) - Core i5 1,3 GHz - HDD 128 Go - 4 Go AZERTY - Français",1099.0,macbook-air-13-mi-2013-core-i5-13-ghz-hdd-128-go-4-go-azerty-francais-pas-cher/boutique-604/26288.html,775925,Apple,12.0,"13,3",128,4,MacBook Air,"1,3",Intel Core i5,SSD,Mi-2013,AZERTY - Français,"MacBook Air 13"" (Mi-2013) - Core i5 1,3 GHz - HDD 128 Go - 4 Go AZERTY - Français"
415498,670.0,5,20,12,microsoft-surface-pro-4-12-core-i5-24-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/415498.html#?l=2,2,Bon état,"Microsoft Surface Pro 4 12"" Core i5 2,4 GHz - SSD 128 Go - 4 Go AZERTY - Français",799.99,microsoft-surface-pro-4-12-core-i5-24-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-1872/415498.html,1356138,Microsoft,12.0,"12,3",128,4,Surface Pro 4,"2,4",Intel Core i5,SSD,Octobre 2015,AZERTY - Français,"Microsoft Surface Pro 4 12"" Core i5 2,4 GHz - SSD 128 Go - 4 Go AZERTY - Français"
405400,709.0,4,20,12,mac-mini-octobre-2012-core-i7-23-ghz-ssd-512-go-16go-pas-cher/405400.html#?l=0,0,Comme neuf,"Mac mini (Octobre 2012) Core i7 2,3 GHz - SSD 512 Go - 16Go",1200.0,mac-mini-octobre-2012-core-i7-23-ghz-ssd-512-go-16go-pas-cher/boutique-94/405400.html,1341595,Apple,12.0,,512,16,Mac mini,"2,3",Intel Core i7,SSD,Octobre 2012,,"Mac mini (Octobre 2012) Core i7 2,3 GHz - SSD 512 Go - 16Go"
208081,734.89,5,20,12,lenovo-thinkpad-w541-15-core-i7-28-ghz-ssd-480-go-32-go-azerty-francais-pas-cher/208081.html#?l=4,4,Stallone,"Lenovo ThinkPad W541 15"" Core i7 2,8 GHz - SSD 480 Go - 32 Go AZERTY - Français",2350.0,lenovo-thinkpad-w541-15-core-i7-28-ghz-ssd-480-go-32-go-azerty-francais-pas-cher/boutique-3988/208081.html,1366705,Lenovo,12.0,15,480,32,ThinkPad W541,"2,8",Intel Core i7,SSD,2015,AZERTY - Français,"Lenovo ThinkPad W541 15"" Core i7 2,8 GHz - SSD 480 Go - 32 Go AZERTY - Français"
331306,759.95,2,20,12,macbook-air-13-mi-2017-core-i5-18-ghz-ssd-128-go-8-go-qwerty-anglais-uk-pas-cher/331306.html#?l=3,3,État correct,"MacBook Air   13""   (Mi-2017) - Core i5 1,8 GHz  - SSD 128 Go - 8 Go QWERTY - Anglais (UK)",1099.0,macbook-air-13-mi-2017-core-i5-18-ghz-ssd-128-go-8-go-qwerty-anglais-uk-pas-cher/boutique-5581/331306.html,1300863,Apple,12.0,"13,3",128,8,MacBook Air,"1,8",Intel Core i5,SSD,Mi-2017,QWERTY - Anglais (UK),"MacBook Air   13""   (Mi-2017) - Core i5 1,8 GHz  - SSD 128 Go - 8 Go QWERTY - Anglais (UK)"
21945,842.0,1,20,12,macbook-air-13-debut-2015-core-i7-22-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/21945.html#?l=2,2,Bon état,"MacBook Air   13""   (Début 2015) - Core i7 2,2 GHz  - SSD 512 Go - 8 Go AZERTY - Français",1709.0,macbook-air-13-debut-2015-core-i7-22-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/boutique-2392/21945.html,844790,Apple,12.0,"13,3",512,8,MacBook Air,"2,2",Intel Core i7,SSD,Début 2015,AZERTY - Français,"MacBook Air   13""   (Début 2015) - Core i7 2,2 GHz  - SSD 512 Go - 8 Go AZERTY - Français"
363024,856.0,1,20,12,macbook-12-retina-debut-2015-core-m-12-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/363024.html#?l=2,2,Bon état,"MacBook 12"" Retina (Début 2015) - Core M 1,2 GHz - SSD 512 Go - 8 Go AZERTY - Français",2199.0,macbook-12-retina-debut-2015-core-m-12-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/boutique-2492/363024.html,662109,Apple,12.0,12,512,8,MacBook,"1,2",Intel Core M,SSD,Début 2015,AZERTY - Français,"MacBook 12"" Retina (Début 2015) - Core M 1,2 GHz - SSD 512 Go - 8 Go AZERTY - Français"
220299,868.0,1,20,12,imac-21-fin-2013-core-i5-27-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/220299.html#?l=2,2,Bon état,"iMac 21""   (Fin 2013) Core i5 2,7 GHz  - HDD 1 To - 16 Go AZERTY - Français",1899.0,imac-21-fin-2013-core-i5-27-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/boutique-473/220299.html,327970,Apple,12.0,"21,5",1000,16,iMac,"2,7",Intel Core i5,HDD,Fin 2013,AZERTY - Français,"iMac 21""   (Fin 2013) Core i5 2,7 GHz  - HDD 1 To - 16 Go AZERTY - Français"
383228,999.0,9,20,12,macbook-12-retina-debut-2016-core-m7-13-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/383228.html#?l=0,0,Comme neuf,"MacBook   12"" Retina (Début 2016) - Core m7 1,3 GHz  - SSD 512 Go - 8 Go AZERTY - Français",1619.0,macbook-12-retina-debut-2016-core-m7-13-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/boutique-523/383228.html,1293057,Apple,12.0,12,512,8,MacBook,"1,3",Intel Core m7,SSD,Début 2016,AZERTY - Français,"MacBook   12"" Retina (Début 2016) - Core m7 1,3 GHz  - SSD 512 Go - 8 Go AZERTY - Français"
313885,1019.0,1,20,12,macbook-pro-13-retina-mi-2017-core-i5-23-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/313885.html#?l=3,3,État correct,"MacBook Pro 13"" Retina (Mi-2017) - Core I5 2,3 GHz - SSD 128 Go - 8 Go AZERTY - Français",1400.0,macbook-pro-13-retina-mi-2017-core-i5-23-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-2541/313885.html,1268678,Apple,12.0,"13,3",128,8,MacBook Pro,"2,3",Intel Core i5,SSD,Mi-2017,AZERTY - Français,"MacBook Pro 13"" Retina (Mi-2017) - Core I5 2,3 GHz - SSD 128 Go - 8 Go AZERTY - Français"
347265,1172.0,5,20,12,macbook-pro-touch-bar-13-retina-mi-2019-core-i5-14-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/347265.html#?l=1,1,Très bon état,"MacBook Pro Touch Bar 13"" Retina (Mi-2019) - Core i5 1,4 GHz  - SSD 128 Go - 8 Go AZERTY - Français",1499.0,macbook-pro-touch-bar-13-retina-mi-2019-core-i5-14-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-1445/347265.html,1352310,Apple,12.0,"13,3",128,8,MacBook Pro,"1,4",Intel Core i5,SSD,Mi-2019,AZERTY - Français,"MacBook Pro Touch Bar 13"" Retina (Mi-2019) - Core i5 1,4 GHz  - SSD 128 Go - 8 Go AZERTY - Français"
342252,1199.0,9,20,12,macbook-pro-touch-bar-13-retina-mi-2019-core-i5-14-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/342252.html#?l=0,0,Comme neuf,"MacBook Pro Touch Bar 13"" Retina (Mi-2019) - Core i5 1,4 GHz  - SSD 128 Go - 8 Go AZERTY - Français",1499.0,macbook-pro-touch-bar-13-retina-mi-2019-core-i5-14-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-3829/342252.html,1369445,Apple,12.0,"13,3",128,8,MacBook Pro,"1,4",Intel Core i5,SSD,Mi-2019,AZERTY - Français,"MacBook Pro Touch Bar 13"" Retina (Mi-2019) - Core i5 1,4 GHz  - SSD 128 Go - 8 Go AZERTY - Français"
12668,1253.0,1,20,12,macbook-pro-15-retina-mi-2014-core-i7-25-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/12668.html#?l=4,4,Stallone,"MacBook Pro 15"" Retina (Mi-2014) - Core i7 2,5 GHz - SSD 512 Go - 16 Go AZERTY - Français",2660.0,macbook-pro-15-retina-mi-2014-core-i7-25-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-2492/12668.html,425696,Apple,12.0,"15,4",512,16,MacBook Pro,"2,5",Intel Core i7,SSD,Mi-2014,AZERTY - Français,"MacBook Pro 15"" Retina (Mi-2014) - Core i7 2,5 GHz - SSD 512 Go - 16 Go AZERTY - Français"
399282,1290.0,6,20,12,lenovo-thinkpad-p50-15-core-i7-27-ghz-ssd-750-go-hdd-1-to-32-go-azerty-francais-pas-cher/399282.html#?l=1,1,Très bon état,"Lenovo ThinkPad P50 15"" Core i7 2,7 GHz - SSD 750 Go + HDD 1 To - 32 Go AZERTY - Français",2490.0,lenovo-thinkpad-p50-15-core-i7-27-ghz-ssd-750-go-hdd-1-to-32-go-azerty-francais-pas-cher/boutique-1093/399282.html,1212085,Lenovo,12.0,"15,6",1750,32,ThinkPad P50,"2,7",Intel Core i7,HDD + SSD,2015,AZERTY - Français,"Lenovo ThinkPad P50 15"" Core i7 2,7 GHz - SSD 750 Go + HDD 1 To - 32 Go AZERTY - Français"
399738,1299.0,3,20,12,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/399738.html#?l=3,3,État correct,"MacBook Air 13"" Retina (Mi-2019) - Core i5 1,6 GHz - SSD 512 Go - 16 Go AZERTY - Français",1749.0,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-3371/399738.html,1235683,Apple,12.0,"13,3",512,16,MacBook Air,"1,6",Intel Core i5,SSD,Mi-2019,AZERTY - Français,"MacBook Air 13"" Retina (Mi-2019) - Core i5 1,6 GHz - SSD 512 Go - 16 Go AZERTY - Français"
166500,2199.0,1,20,12,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-31-ghz-ssd-1-to-16-go-azerty-francais-pas-cher/166500.html#?l=3,3,État correct,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 3,1 GHz - SSD 1 To - 16 Go AZERTY - Français",3519.0,macbook-pro-touch-bar-15-retina-mi-2017-core-i7-31-ghz-ssd-1-to-16-go-azerty-francais-pas-cher/boutique-94/166500.html,884455,Apple,12.0,"15,4",1024,16,MacBook Pro,"3,1",Intel Core i7,SSD,Mi-2017,AZERTY - Français,"MacBook Pro Touch Bar 15"" Retina (Mi-2017) - Core i7 3,1 GHz - SSD 1 To - 16 Go AZERTY - Français"
266686,189.0,97,20,12,hp-compaq-elite-8300sff-core-i5-3470-32-ghz-hdd-500-go-ram-8-go-pas-cher/266686.html#?l=4,4,Stallone,"Hp Compaq Elite 8300SFF Core i5-3470 3,2 GHz - HDD 500 Go RAM 8 Go",900.0,hp-compaq-elite-8300sff-core-i5-3470-32-ghz-hdd-500-go-ram-8-go-pas-cher/boutique-26/266686.html,843538,,,,,,,,,,,,"Hp Compaq Elite 8300SFF Core i5-3470 3,2 GHz - HDD 500 Go RAM 8 Go"
346802,199.0,89,20,12,dell-optiplex-3010-core-i5-32-ghz-hdd-500-go-ram-8-go-pas-cher/346802.html#?l=4,4,Stallone,"Dell Optiplex 3010 Core i5 3,2 GHz - HDD 500 Go RAM 8 Go",259.0,dell-optiplex-3010-core-i5-32-ghz-hdd-500-go-ram-8-go-pas-cher/boutique-26/346802.html,1092547,,,,,,,,,,,,"Dell Optiplex 3010 Core i5 3,2 GHz - HDD 500 Go RAM 8 Go"
89720,279.0,91,20,12,dell-optiplex-7010-sff-22-core-i5-31-ghz-hdd-500-go-8-go-pas-cher/89720.html#?l=4,4,Stallone,"Dell Optiplex 7010 SFF 22"" Core i5 3,1 GHz - HDD 500 Go - 8 Go",694.0,dell-optiplex-7010-sff-22-core-i5-31-ghz-hdd-500-go-8-go-pas-cher/boutique-26/89720.html,1204668,Dell,12.0,22,500,8,Optiplex 7010 SFF,"3,1",Intel Core i5,HDD,,,"Dell Optiplex 7010 SFF 22"" Core i5 3,1 GHz - HDD 500 Go - 8 Go"
352645,279.9,1,20,12,lenovo-thinkpad-l440-14-pentium-23-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/352645.html#?l=3,3,État correct,"Lenovo ThinkPad L440 14"" Pentium 2,3 GHz - HDD 500 Go - 4 Go AZERTY - Français",299.0,lenovo-thinkpad-l440-14-pentium-23-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/boutique-2359/352645.html,1059217,Lenovo,12.0,14,500,4,ThinkPad L440,"2,3",Intel Pentium,HDD,Mai 2013,AZERTY - Français,"Lenovo ThinkPad L440 14"" Pentium 2,3 GHz - HDD 500 Go - 4 Go AZERTY - Français"
350629,309.0,4,20,12,lenovo-thinkpad-x220-12-core-i7-28-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/350629.html#?l=4,4,Stallone,"Lenovo ThinkPad X220 12"" Core i7 2,8 GHz - SSD 128 Go - 4 Go AZERTY - Français",618.0,lenovo-thinkpad-x220-12-core-i7-28-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-495/350629.html,1046901,Lenovo,12.0,"12,5",128,4,ThinkPad X220,"2,8",Intel Core i7,SSD,2011,AZERTY - Français,"Lenovo ThinkPad X220 12"" Core i7 2,8 GHz - SSD 128 Go - 4 Go AZERTY - Français"
