iter	Logloss
872	0.1062956216
873	0.1061087575
874	0.1058984313
875	0.1057239438
876	0.1055701869
877	0.1055059111
878	0.1053192178
879	0.1051578025
880	0.1049945216
881	0.1048912888
882	0.1047052643
883	0.1044890402
884	0.1044217412
885	0.1042986656
886	0.1041737542
887	0.1040767055
888	0.1039556767
889	0.1039046413
890	0.1037981449
891	0.1037365841
892	0.1036330796
893	0.1035723775
894	0.1034907734
895	0.1032876499
896	0.1031716061
897	0.1030523789
898	0.1028958333
899	0.1028024206
900	0.1026947284
901	0.1024975594
902	0.1024589895
903	0.1023467672
904	0.1022527922
905	0.1021215734
906	0.1018986547
907	0.1018069387
908	0.1017386357
909	0.1016253874
910	0.1014707676
911	0.1012474216
912	0.1011363208
913	0.100961591
914	0.100784898
915	0.1006907449
916	0.1005896221
917	0.1004445869
918	0.1003263578
919	0.1002326819
920	0.100064468
921	0.09997464212
922	0.09984126615
923	0.09976303553
924	0.0996136011
925	0.09944424231
926	0.09930716067
927	0.09924696614
928	0.09914742939
929	0.09907604924
930	0.09891755358
931	0.09878413043
932	0.09869071658
933	0.09856873277
934	0.09848420642
935	0.09830699257
936	0.09811758199
937	0.09793516811
938	0.09783771396
939	0.09769620905
940	0.09757658852
941	0.09739136012
942	0.09722340147
943	0.09709451319
944	0.09697698117
945	0.09685014125
946	0.09671605649
947	0.09661192849
948	0.09645332281
949	0.09632842888
950	0.09629320487
951	0.09616131301
952	0.09603562258
953	0.09591178516
954	0.09577099049
955	0.09568910918
956	0.09558670111
957	0.09550654292
958	0.09540781535
959	0.09531415587
960	0.09514317313
961	0.09510625996
962	0.09503300657
963	0.09488414103
964	0.09476514764
965	0.09468294901
966	0.09459191314
967	0.09440949195
968	0.09431864064
969	0.09423091187
970	0.09407551585
971	0.09401323581
972	0.0938983789
973	0.09379227498
974	0.09367133178
975	0.09354155216
976	0.09343221637
977	0.09327255411
978	0.09320780832
979	0.0930574302
980	0.09301149793
981	0.09293769947
982	0.09282888989
983	0.09269379586
984	0.09257816674
985	0.09246529158
986	0.09230356145
987	0.09222132652
988	0.09217801328
989	0.09201023718
990	0.0918628552
991	0.09180231347
992	0.0917181106
993	0.09164100882
994	0.09149481079
995	0.09141678272
996	0.0913449849
997	0.09115265437
998	0.09105707393
999	0.09099734777
